道具ID	道具类型	子类型	道具名称	晶石	品质	使用等级	职业限制	叠加数量	贩卖价格	有效时间	属性1	基础数值	成长值	权值	属性2	基础数值	成长值	权值	属性3	基础数值	成长值	权值	属性4	基础数值	成长值	权值	套装ID	特效类型	图标	道具描述	模型资源id	产出副本id	基础特效ID
55020105	5	502	5级衣服图纸	0	5	1	0	9999	500	0																			icon_55021002	衣服升星进阶的特殊材料			
55020106	5	502	6级衣服图纸	0	6	1	0	9999	500	0																			icon_55021002	衣服升星进阶的特殊材料			
55020107	5	502	7级衣服图纸	0	7	1	0	9999	500	0																			icon_55021003	衣服升星进阶的特殊材料			
55020108	5	502	8级衣服图纸	0	8	1	0	9999	500	0																			icon_55021003	衣服升星进阶的特殊材料			
55020109	5	502	9级衣服图纸	0	9	1	0	9999	500	0																			icon_55021003	衣服升星进阶的特殊材料			
55020110	5	502	10级衣服图纸	0	9	1	0	9999	500	0																			icon_55021003	衣服升星进阶的特殊材料			
55020201	5	502	1级裤子图纸	0	1	1	0	9999	500	0																			icon_55022001	裤子升星进阶的特殊材料			
55020202	5	502	2级裤子图纸	0	2	1	0	9999	500	0																			icon_55022001	裤子升星进阶的特殊材料			
55020203	5	502	3级裤子图纸	0	3	1	0	9999	500	0																			icon_55022001	裤子升星进阶的特殊材料			
55020204	5	502	4级裤子图纸	0	4	1	0	9999	500	0																			icon_55022002	裤子升星进阶的特殊材料			
55020205	5	502	5级裤子图纸	0	5	1	0	9999	500	0																			icon_55022002	裤子升星进阶的特殊材料			
55020206	5	502	6级裤子图纸	0	6	1	0	9999	500	0																			icon_55022002	裤子升星进阶的特殊材料			
55020207	5	502	7级裤子图纸	0	7	1	0	9999	500	0																			icon_55022003	裤子升星进阶的特殊材料			
55020208	5	502	8级裤子图纸	0	8	1	0	9999	500	0																			icon_55022003	裤子升星进阶的特殊材料			
55020209	5	502	9级裤子图纸	0	9	1	0	9999	500	0																			icon_55022003	裤子升星进阶的特殊材料			
55020210	5	502	10级裤子图纸	0	9	1	0	9999	500	0																			icon_55022003	裤子升星进阶的特殊材料			
55020301	5	502	1级鞋子图纸	0	1	1	0	9999	500	0																			icon_55023001	鞋子升星进阶的特殊材料			
55020302	5	502	2级鞋子图纸	0	2	1	0	9999	500	0																			icon_55023001	鞋子升星进阶的特殊材料			
55020303	5	502	3级鞋子图纸	0	3	1	0	9999	500	0																			icon_55023001	鞋子升星进阶的特殊材料			
55020304	5	502	4级鞋子图纸	0	4	1	0	9999	500	0																			icon_55023002	鞋子升星进阶的特殊材料			
55020305	5	502	5级鞋子图纸	0	5	1	0	9999	500	0																			icon_55023002	鞋子升星进阶的特殊材料			
55020306	5	502	6级鞋子图纸	0	6	1	0	9999	500	0																			icon_55023002	鞋子升星进阶的特殊材料			
55020307	5	502	7级鞋子图纸	0	7	1	0	9999	500	0																			icon_55023003	鞋子升星进阶的特殊材料			
55020308	5	502	8级鞋子图纸	0	8	1	0	9999	500	0																			icon_55023003	鞋子升星进阶的特殊材料			
55020309	5	502	9级鞋子图纸	0	9	1	0	9999	500	0																			icon_55023003	鞋子升星进阶的特殊材料			
55020310	5	502	10级鞋子图纸	0	9	1	0	9999	500	0																			icon_55023003	鞋子升星进阶的特殊材料			
55020401	5	502	1级护腕图纸	0	1	1	0	9999	500	0																			icon_55024001	护腕升星进阶的特殊材料			
55020402	5	502	2级护腕图纸	0	2	1	0	9999	500	0																			icon_55024001	护腕升星进阶的特殊材料			
55020403	5	502	3级护腕图纸	0	3	1	0	9999	500	0																			icon_55024001	护腕升星进阶的特殊材料			
55020404	5	502	4级护腕图纸	0	4	1	0	9999	500	0																			icon_55024002	护腕升星进阶的特殊材料			
55020405	5	502	5级护腕图纸	0	5	1	0	9999	500	0																			icon_55024002	护腕升星进阶的特殊材料			
55020406	5	502	6级护腕图纸	0	6	1	0	9999	500	0																			icon_55024002	护腕升星进阶的特殊材料			
55020407	5	502	7级护腕图纸	0	7	1	0	9999	500	0																			icon_55024003	护腕升星进阶的特殊材料			
55020408	5	502	8级护腕图纸	0	8	1	0	9999	500	0																			icon_55024003	护腕升星进阶的特殊材料			
55020409	5	502	9级护腕图纸	0	9	1	0	9999	500	0																			icon_55024003	护腕升星进阶的特殊材料			
55020410	5	502	10级护腕图纸	0	9	1	0	9999	500	0																			icon_55024003	护腕升星进阶的特殊材料			
55020501	5	502	1级腰带图纸	0	1	1	0	9999	500	0																			icon_55025001	腰带升星进阶的特殊材料			
55020502	5	502	2级腰带图纸	0	2	1	0	9999	500	0																			icon_55025001	腰带升星进阶的特殊材料			
55020503	5	502	3级腰带图纸	0	3	1	0	9999	500	0																			icon_55025001	腰带升星进阶的特殊材料			
55020504	5	502	4级腰带图纸	0	4	1	0	9999	500	0																			icon_55025002	腰带升星进阶的特殊材料			
55020505	5	502	5级腰带图纸	0	5	1	0	9999	500	0																			icon_55025002	腰带升星进阶的特殊材料			
55020506	5	502	6级腰带图纸	0	6	1	0	9999	500	0																			icon_55025002	腰带升星进阶的特殊材料			
55020507	5	502	7级腰带图纸	0	7	1	0	9999	500	0																			icon_55025003	腰带升星进阶的特殊材料			
55020508	5	502	8级腰带图纸	0	8	1	0	9999	500	0																			icon_55025003	腰带升星进阶的特殊材料			
55020509	5	502	9级腰带图纸	0	9	1	0	9999	500	0																			icon_55025003	腰带升星进阶的特殊材料			
55020510	5	502	10级腰带图纸	0	9	1	0	9999	500	0																			icon_55025003	腰带升星进阶的特殊材料			
55020601	5	502	1级饰品图纸	0	1	1	0	9999	500	0																			icon_55026001	饰品升星进阶的特殊材料			
55020602	5	502	2级饰品图纸	0	2	1	0	9999	500	0																			icon_55026001	饰品升星进阶的特殊材料			
55020603	5	502	3级饰品图纸	0	3	1	0	9999	500	0																			icon_55026001	饰品升星进阶的特殊材料			
55020604	5	502	4级饰品图纸	0	4	1	0	9999	500	0																			icon_55026002	饰品升星进阶的特殊材料			
55020605	5	502	5级饰品图纸	0	5	1	0	9999	500	0																			icon_55026002	饰品升星进阶的特殊材料			
55020606	5	502	6级饰品图纸	0	6	1	0	9999	500	0																			icon_55026002	饰品升星进阶的特殊材料			
55020607	5	502	7级饰品图纸	0	7	1	0	9999	500	0																			icon_55026003	饰品升星进阶的特殊材料			
55020608	5	502	8级饰品图纸	0	8	1	0	9999	500	0																			icon_55026003	饰品升星进阶的特殊材料			
55020609	5	502	9级饰品图纸	0	9	1	0	9999	500	0																			icon_55026003	饰品升星进阶的特殊材料			
55020610	5	502	10级饰品图纸	0	9	1	0	9999	500	0																			icon_55026003	饰品升星进阶的特殊材料			
55041011	5	504	伏魔八变·壹	0	0	1	1	9999	500	0																			icon_550201021	技能书，可用于突破技能伏魔八变第一重			
55041012	5	504	伏魔八变·贰	0	3	1	1	9999	500	0																			icon_550201021	技能书，可用于突破技能伏魔八变第二重			
55041013	5	504	伏魔八变·叁	0	6	1	1	9999	500	0																			icon_550201021	技能书，可用于突破技能伏魔八变第三重			
55041014	5	504	伏魔八变·肆	0	9	1	1	9999	500	0																			icon_550201021	技能书，可用于突破技能伏魔八变第四重			
55041021	5	504	战佛临世·壹	0	0	1	1	9999	500	0																			icon_550201011	技能书，可用于突破技能战佛临世第一重			
55041022	5	504	战佛临世·贰	0	3	1	1	9999	500	0																			icon_550201011	技能书，可用于突破技能战佛临世第二重			
55041023	5	504	战佛临世·叁	0	6	1	1	9999	500	0																			icon_550201011	技能书，可用于突破技能战佛临世第三重			
55041024	5	504	战佛临世·肆	0	9	1	1	9999	500	0																			icon_550201011	技能书，可用于突破技能战佛临世第四重			
55041031	5	504	龙飞九五·壹	0	0	1	1	9999	500	0																			icon_550201031	技能书，可用于突破技能龙飞九五第一重			
55041032	5	504	龙飞九五·贰	0	3	1	1	9999	500	0																			icon_550201031	技能书，可用于突破技能龙飞九五第二重			
55041033	5	504	龙飞九五·叁	0	6	1	1	9999	500	0																			icon_550201031	技能书，可用于突破技能龙飞九五第三重			
55041034	5	504	龙飞九五·肆	0	9	1	1	9999	500	0																			icon_550201031	技能书，可用于突破技能龙飞九五第四重			
55041041	5	504	不灭战决·壹	0	0	1	1	9999	500	0																			icon_550201041	技能书，可用于突破技能不灭战决第一重			
55041042	5	504	不灭战决·贰	0	3	1	1	9999	500	0																			icon_550201041	技能书，可用于突破技能不灭战决第二重			
55041043	5	504	不灭战决·叁	0	6	1	1	9999	500	0																			icon_550201041	技能书，可用于突破技能不灭战决第三重			
55041044	5	504	不灭战决·肆	0	9	1	1	9999	500	0																			icon_550201041	技能书，可用于突破技能不灭战决第四重			
55042011	5	504	七旋杀·壹	0	0	1	2	9999	500	0																			icon_550202011	技能书，可用于突破技能七旋杀第一重			
55042012	5	504	七旋杀·贰	0	3	1	2	9999	500	0																			icon_550202011	技能书，可用于突破技能七旋杀第二重			
55042013	5	504	七旋杀·叁	0	6	1	2	9999	500	0																			icon_550202011	技能书，可用于突破技能七旋杀第三重			
55042014	5	504	七旋杀·肆	0	9	1	2	9999	500	0																			icon_550202011	技能书，可用于突破技能七旋杀第四重			
55042021	5	504	绫罗破天·壹	0	0	1	2	9999	500	0																			icon_550202021	技能书，可用于突破技能绫罗破天第一重			
55042022	5	504	绫罗破天·贰	0	3	1	2	9999	500	0																			icon_550202021	技能书，可用于突破技能绫罗破天第二重			
55042023	5	504	绫罗破天·叁	0	6	1	2	9999	500	0																			icon_550202021	技能书，可用于突破技能绫罗破天第三重			
55042024	5	504	绫罗破天·肆	0	9	1	2	9999	500	0																			icon_550202021	技能书，可用于突破技能绫罗破天第四重			
55042031	5	504	风华绝代·壹	0	0	1	2	9999	500	0																			icon_550202031	技能书，可用于突破技能风华绝代第一重			
55042032	5	504	风华绝代·贰	0	3	1	2	9999	500	0																			icon_550202031	技能书，可用于突破技能风华绝代第二重			
55042033	5	504	风华绝代·叁	0	6	1	2	9999	500	0																			icon_550202031	技能书，可用于突破技能风华绝代第三重			
55042034	5	504	风华绝代·肆	0	9	1	2	9999	500	0																			icon_550202031	技能书，可用于突破技能风华绝代第四重			
55042041	5	504	天仙纵·壹	0	0	1	2	9999	500	0																			icon_550202041	技能书，可用于突破技能天仙纵第一重			
55042042	5	504	天仙纵·贰	0	3	1	2	9999	500	0																			icon_550202041	技能书，可用于突破技能天仙纵第二重			
55042043	5	504	天仙纵·叁	0	6	1	2	9999	500	0																			icon_550202041	技能书，可用于突破技能天仙纵第三重			
55042044	5	504	天仙纵·肆	0	9	1	2	9999	500	0																			icon_550202041	技能书，可用于突破技能天仙纵第四重			
55043011	5	504	九天雷音·壹	0	0	1	3	9999	500	0																			icon_550203011	技能书，可用于突破技能九天雷音第一重			
55043012	5	504	九天雷音·贰	0	3	1	3	9999	500	0																			icon_550203011	技能书，可用于突破技能九天雷音第二重			
55043013	5	504	九天雷音·叁	0	6	1	3	9999	500	0																			icon_550203011	技能书，可用于突破技能九天雷音第三重			
55043014	5	504	九天雷音·肆	0	9	1	3	9999	500	0																			icon_550203011	技能书，可用于突破技能九天雷音第四重			
55043021	5	504	断弦破·壹	0	0	1	3	9999	500	0																			icon_550203021	技能书，可用于突破技能断弦破第一重			
55043022	5	504	断弦破·贰	0	3	1	3	9999	500	0																			icon_550203021	技能书，可用于突破技能断弦破第二重			
55043023	5	504	断弦破·叁	0	6	1	3	9999	500	0																			icon_550203021	技能书，可用于突破技能断弦破第三重			
55043024	5	504	断弦破·肆	0	9	1	3	9999	500	0																			icon_550203021	技能书，可用于突破技能断弦破第四重			
55043031	5	504	七星连月·壹	0	0	1	3	9999	500	0																			icon_550203031	技能书，可用于突破技能七星连月第一重			
55043032	5	504	七星连月·贰	0	3	1	3	9999	500	0																			icon_550203031	技能书，可用于突破技能七星连月第二重			
55043033	5	504	七星连月·叁	0	6	1	3	9999	500	0																			icon_550203031	技能书，可用于突破技能七星连月第三重			
55043034	5	504	七星连月·肆	0	9	1	3	9999	500	0																			icon_550203031	技能书，可用于突破技能七星连月第四重			
55043041	5	504	媚形·壹	0	0	1	3	9999	500	0																			icon_550203041	技能书，可用于突破技能媚形第一重			
55043042	5	504	媚形·贰	0	3	1	3	9999	500	0																			icon_550203041	技能书，可用于突破技能媚形第二重			
55043043	5	504	媚形·叁	0	6	1	3	9999	500	0																			icon_550203041	技能书，可用于突破技能媚形第三重			
55043044	5	504	媚形·肆	0	9	1	3	9999	500	0																			icon_550203041	技能书，可用于突破技能媚形第四重			
55044011	5	504	天狼破·壹	0	0	1	4	9999	500	0																			icon_550204011	技能书，可用于突破天狼破第一重			
55044012	5	504	天狼破·贰	0	3	1	4	9999	500	0																			icon_550204011	技能书，可用于突破天狼破第二重			
55044013	5	504	天狼破·叁	0	6	1	4	9999	500	0																			icon_550204011	技能书，可用于突破天狼破第三重			
55044014	5	504	天狼破·肆	0	9	1	4	9999	500	0																			icon_550204011	技能书，可用于突破天狼破第四重			
55044021	5	504	葬月斩·壹	0	0	1	4	9999	500	0																			icon_550204021	技能书，可用于突破技能葬月斩第一重			
55044022	5	504	葬月斩·贰	0	3	1	4	9999	500	0																			icon_550204021	技能书，可用于突破技能葬月斩第二重			
55044023	5	504	葬月斩·叁	0	6	1	4	9999	500	0																			icon_550204021	技能书，可用于突破技能葬月斩第三重			
55044024	5	504	葬月斩·肆	0	9	1	4	9999	500	0																			icon_550204021	技能书，可用于突破技能葬月斩第四重			
55044031	5	504	噬灵剑煞·壹	0	0	1	4	9999	500	0																			icon_550204031	技能书，可用于突破技能噬灵剑煞第一重			
55044032	5	504	噬灵剑煞·贰	0	3	1	4	9999	500	0																			icon_550204031	技能书，可用于突破技能噬灵剑煞第二重			
55044033	5	504	噬灵剑煞·叁	0	6	1	4	9999	500	0																			icon_550204031	技能书，可用于突破技能噬灵剑煞第三重			
55044034	5	504	噬灵剑煞·肆	0	9	1	4	9999	500	0																			icon_550204031	技能书，可用于突破技能噬灵剑煞第四重			
55044041	5	504	驭魂咒·壹	0	0	1	4	9999	500	0																			icon_550204041	技能书，可用于突破技能驭魂咒第一重			
55044042	5	504	驭魂咒·贰	0	3	1	4	9999	500	0																			icon_550204041	技能书，可用于突破技能驭魂咒第二重			
55044043	5	504	驭魂咒·叁	0	6	1	4	9999	500	0																			icon_550204041	技能书，可用于突破技能驭魂咒第三重			
55044044	5	504	驭魂咒·肆	0	9	1	4	9999	500	0																			icon_550204041	技能书，可用于突破技能驭魂咒第四重			
55051111	5	505	伏魔八变残卷	0	3	1	1	9999	500	0																			icon_550211051	技能残卷，收集指定数量可合成相应的技能书			
55051121	5	505	战佛临世残卷	0	3	1	1	9999	500	0																			icon_550211051	技能残卷，收集指定数量可合成相应的技能书			
55051131	5	505	龙飞九五残卷	0	3	1	1	9999	500	0																			icon_550211051	技能残卷，收集指定数量可合成相应的技能书			
55051141	5	505	不灭战决残卷	0	3	1	1	9999	500	0																			icon_550211051	技能残卷，收集指定数量可合成相应的技能书			
55052111	5	505	七旋杀残卷	0	3	1	2	9999	500	0																			icon_550212051	技能残卷，收集指定数量可合成相应的技能书			
55052121	5	505	绫罗破天残卷	0	3	1	2	9999	500	0																			icon_550212051	技能残卷，收集指定数量可合成相应的技能书			
55052131	5	505	风华绝代残卷	0	3	1	2	9999	500	0																			icon_550212051	技能残卷，收集指定数量可合成相应的技能书			
55052141	5	505	天仙纵残卷	0	3	1	2	9999	500	0																			icon_550212051	技能残卷，收集指定数量可合成相应的技能书			
55053111	5	505	九天雷音残卷	0	3	1	3	9999	500	0																			icon_550213051	技能残卷，收集指定数量可合成相应的技能书			
55053121	5	505	断弦破残卷	0	3	1	3	9999	500	0																			icon_550213051	技能残卷，收集指定数量可合成相应的技能书			
55053131	5	505	七星连月残卷	0	3	1	3	9999	500	0																			icon_550213051	技能残卷，收集指定数量可合成相应的技能书			
55053141	5	505	媚形残卷	0	3	1	3	9999	500	0																			icon_550213051	技能残卷，收集指定数量可合成相应的技能书			
55061011	5	506	小真气秘宝[乾]	0	0	1	3	9999	500	0																			icon_55061011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]少量真气[-]奖励			
55061012	5	506	小真气秘宝[震]	0	0	1	3	9999	500	0																			icon_55061011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]少量真气[-]奖励			
55061021	5	506	大真气秘宝[乾]	0	3	1	3	9999	500	0																			icon_55061011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]大量真气[-]奖励			
55061022	5	506	大真气秘宝[震]	0	3	1	3	9999	500	0																			icon_55061011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]大量真气[-]奖励			
55061023	5	506	大真气秘宝[离]	0	3	1	3	9999	500	0																			icon_55061011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]大量真气[-]奖励			
55061024	5	506	大真气秘宝[坤]	0	3	1	3	9999	500	0																			icon_55061011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]大量真气[-]奖励			
55061031	5	506	小铜钱秘宝[乾]	0	0	1	3	9999	500	0																			icon_55061031	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]少量铜钱[-]奖励			
55061032	5	506	小铜钱秘宝[震]	0	0	1	3	9999	500	0																			icon_55061031	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]少量铜钱[-]奖励			
55061041	5	506	大铜钱秘宝[乾]	0	3	1	3	9999	500	0																			icon_55061031	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]大量铜钱[-]奖励			
55061042	5	506	大铜钱秘宝[震]	0	3	1	3	9999	500	0																			icon_55061031	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]大量铜钱[-]奖励			
55061043	5	506	大铜钱秘宝[离]	0	3	1	3	9999	500	0																			icon_55061031	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]大量铜钱[-]奖励			
55061044	5	506	大铜钱秘宝[坤]	0	3	1	3	9999	500	0																			icon_55061031	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]大量铜钱[-]奖励			
55062011	5	506	棍僧技能[离]	0	6	1	3	9999	500	0																			icon_55062011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]棍僧技能[-]奖励			
55062012	5	506	棍僧技能[坎]	0	6	1	3	9999	500	0																			icon_55062011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]棍僧技能[-]奖励			
55062013	5	506	棍僧技能[震]	0	6	1	3	9999	500	0																			icon_55062011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]棍僧技能[-]奖励			
55062014	5	506	棍僧技能[乾]	0	6	1	3	9999	500	0																			icon_55062011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]棍僧技能[-]奖励			
55062015	5	506	棍僧技能[坤]	0	6	1	3	9999	500	0																			icon_55062011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]棍僧技能[-]奖励			
55062016	5	506	棍僧技能[巽]	0	6	1	3	9999	500	0																			icon_55062011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]棍僧技能[-]奖励			
55062021	5	506	绫罗技能[离]	0	6	1	3	9999	500	0																			icon_55062011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]绫罗技能[-]奖励			
55062022	5	506	绫罗技能[坎]	0	6	1	3	9999	500	0																			icon_55062011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]绫罗技能[-]奖励			
55062023	5	506	绫罗技能[震]	0	6	1	3	9999	500	0																			icon_55062011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]绫罗技能[-]奖励			
55062024	5	506	绫罗技能[乾]	0	6	1	3	9999	500	0																			icon_55062011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]绫罗技能[-]奖励			
55062025	5	506	绫罗技能[坤]	0	6	1	3	9999	500	0																			icon_55062011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]绫罗技能[-]奖励			
55062026	5	506	绫罗技能[巽]	0	6	1	3	9999	500	0																			icon_55062011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]绫罗技能[-]奖励			
55062031	5	506	雪月技能[离]	0	6	1	3	9999	500	0																			icon_55062011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]雪月技能[-]奖励			
55062032	5	506	雪月技能[坎]	0	6	1	3	9999	500	0																			icon_55062011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]雪月技能[-]奖励			
55062033	5	506	雪月技能[震]	0	6	1	3	9999	500	0																			icon_55062011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]雪月技能[-]奖励			
55062034	5	506	雪月技能[乾]	0	6	1	3	9999	500	0																			icon_55062011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]雪月技能[-]奖励			
55062035	5	506	雪月技能[坤]	0	6	1	3	9999	500	0																			icon_55062011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]雪月技能[-]奖励			
55062036	5	506	雪月技能[巽]	0	6	1	3	9999	500	0																			icon_55062011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]雪月技能[-]奖励			
55062041	5	506	棍僧心法[离]	0	6	1	3	9999	500	0																			icon_55062041	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]棍僧心法[-]奖励			
55062042	5	506	棍僧心法[坎]	0	6	1	3	9999	500	0																			icon_55062041	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]棍僧心法[-]奖励			
55062043	5	506	棍僧心法[震]	0	6	1	3	9999	500	0																			icon_55062041	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]棍僧心法[-]奖励			
55062044	5	506	棍僧心法[乾]	0	6	1	3	9999	500	0																			icon_55062041	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]棍僧心法[-]奖励			
55062045	5	506	棍僧心法[坤]	0	6	1	3	9999	500	0																			icon_55062041	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]棍僧心法[-]奖励			
55062046	5	506	棍僧心法[巽]	0	6	1	3	9999	500	0																			icon_55062041	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]棍僧心法[-]奖励			
55062051	5	506	绫罗心法[离]	0	6	1	3	9999	500	0																			icon_55062041	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]绫罗心法[-]奖励			
55062052	5	506	绫罗心法[坎]	0	6	1	3	9999	500	0																			icon_55062041	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]绫罗心法[-]奖励			
55062053	5	506	绫罗心法[震]	0	6	1	3	9999	500	0																			icon_55062041	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]绫罗心法[-]奖励			
55062054	5	506	绫罗心法[乾]	0	6	1	3	9999	500	0																			icon_55062041	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]绫罗心法[-]奖励			
55062055	5	506	绫罗心法[坤]	0	6	1	3	9999	500	0																			icon_55062041	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]绫罗心法[-]奖励			
55062056	5	506	绫罗心法[巽]	0	6	1	3	9999	500	0																			icon_55062041	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]绫罗心法[-]奖励			
55062061	5	506	雪月心法[离]	0	6	1	3	9999	500	0																			icon_55062041	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]雪月心法[-]奖励			
55062062	5	506	雪月心法[坎]	0	6	1	3	9999	500	0																			icon_55062041	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]雪月心法[-]奖励			
55062063	5	506	雪月心法[震]	0	6	1	3	9999	500	0																			icon_55062041	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]雪月心法[-]奖励			
55062064	5	506	雪月心法[乾]	0	6	1	3	9999	500	0																			icon_55062041	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]雪月心法[-]奖励			
55062065	5	506	雪月心法[坤]	0	6	1	3	9999	500	0																			icon_55062041	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]雪月心法[-]奖励			
55062066	5	506	雪月心法[巽]	0	6	1	3	9999	500	0																			icon_55062041	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]雪月心法[-]奖励			
55063011	5	506	紫装秘宝[离]	0	6	1	3	9999	500	0																			icon_55063011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]随机紫装[-]奖励			
55063012	5	506	紫装秘宝[坎]	0	6	1	3	9999	500	0																			icon_55063011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]随机紫装[-]奖励			
55063013	5	506	紫装秘宝[震]	0	6	1	3	9999	500	0																			icon_55063011	秘宝碎片，收集指定类型碎片可以合成秘宝获得[00fa00]随机紫装[-]奖励			
