id	名字	职业	品质	等级	生命	伤害	护甲	暴击	韧性	命中	闪避	打击力度（护甲伤害）	抗打击力度（总护甲）	护甲回复	破甲重置护甲时间	普通攻击技能id	已学技能id	未学技能id	模型路径	controller路径	头像名称	宠物描述
2082	锤锤	2	9	82	333075	3933	13902	2614	2509	2259	836	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2083	锤锤	2	9	83	344982	4077	14403	2700	2591	2332	864	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2084	锤锤	2	9	84	357135	4218	14907	2787	2675	2408	892	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2085	锤锤	2	9	85	369540	4365	15426	2876	2760	2484	920	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2086	锤锤	2	9	86	382191	4515	15954	2965	2846	2562	949	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2087	锤锤	2	9	87	387861	4584	16191	3001	2880	2592	960	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2088	锤锤	2	9	88	393567	4650	16428	3036	2914	2622	971	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2089	锤锤	2	9	89	399297	4716	16665	3071	2947	2653	982	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2090	锤锤	2	9	90	417513	4950	17439	3168	3041	2737	1014	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2091	锤锤	2	9	91	444180	5265	18552	3361	3226	2903	1075	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2092	锤锤	2	9	92	450453	5340	18813	3398	3262	2936	1087	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2093	锤锤	2	9	93	456747	5412	19077	3436	3297	2968	1099	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2094	锤锤	2	9	94	463077	5487	19344	3473	3334	3000	1111	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2095	锤锤	2	9	95	471951	5592	19713	3530	3388	3049	1129	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2096	锤锤	2	9	96	488574	5790	20403	3644	3497	3147	1166	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2097	锤锤	2	9	97	510681	6051	21330	3798	3645	3281	1215	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2098	锤锤	2	9	98	533259	6318	22272	3955	3796	3416	1265	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2099	锤锤	2	9	99	561621	6654	23460	4154	3986	3588	1329	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2100	锤锤	2	9	100	584094	6954	24420	4268	4094	3685	1365	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2101	锤锤	2	9	101	610338	7266	25518	4447	4267	3840	1422	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2102	锤锤	2	9	102	637125	7584	26637	4630	4441	3997	1480	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2103	锤锤	2	9	103	664452	7908	27780	4814	4619	4157	1540	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2104	锤锤	2	9	104	679404	8085	28404	4909	4710	4239	1570	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2105	锤锤	2	9	105	705483	8412	29499	5026	4824	4342	1608	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2106	锤锤	2	9	106	721635	8604	30174	5126	4921	4429	1640	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2107	锤锤	2	9	107	738027	8799	30861	5228	5019	4517	1673	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2108	锤锤	2	9	108	754644	8997	31554	5331	5117	4606	1706	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2109	锤锤	2	9	109	771498	9198	32259	5435	5217	4695	1739	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2110	锤锤	2	9	110	799809	9576	33474	5569	5344	4810	1781	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2111	锤锤	2	9	111	817287	9783	34206	5675	5445	4901	1815	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2112	锤锤	2	9	112	835002	9993	34944	5782	5548	4993	1849	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2113	锤锤	2	9	113	844914	10113	35358	5835	5598	5039	1866	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2114	锤锤	2	9	114	854862	10230	35775	5887	5649	5084	1883	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2115	锤锤	2	9	115	883830	10611	37005	6011	5768	5191	1923	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2116	锤锤	2	9	116	922545	11073	38628	6257	6004	5404	2001	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2117	锤锤	2	9	117	961986	11547	40278	6507	6244	5619	2081	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2118	锤锤	2	9	118	1002159	12027	41958	6760	6487	5839	2162	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2119	锤锤	2	9	119	1023411	12282	42849	6885	6607	5946	2202	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2120	锤锤	2	9	120	1092009	13140	45741	7254	6962	6265	2321	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2121	锤锤	2	9	121	1115301	13419	46713	7388	7092	6382	2364	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2122	锤锤	2	9	122	1138896	13701	47700	7524	7222	6500	2407	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2123	锤锤	2	9	123	1162803	13986	48702	7661	7354	6618	2451	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2124	锤锤	2	9	124	1187025	14277	49713	7800	7487	6738	2496	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2125	锤锤	2	9	125	1223229	14754	51255	7940	7622	6860	2541	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2126	锤锤	2	9	126	1236441	14913	51810	8004	7684	6916	2561	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2127	锤锤	2	9	127	1249710	15072	52362	8069	7746	6971	2582	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2128	锤锤	2	9	128	1263036	15231	52920	8134	7808	7028	2603	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2129	锤锤	2	9	129	1276419	15390	53481	8198	7870	7083	2623	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2130	锤锤	2	9	130	1322262	16002	55443	8398	8059	7254	2687	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2131	锤锤	2	9	131	1378740	16683	57810	8733	8381	7544	2794	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2132	锤锤	2	9	132	1436190	17376	60216	9073	8708	7837	2903	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2133	锤锤	2	9	133	1494624	18081	62661	9417	9038	8135	3013	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2134	锤锤	2	9	134	1524651	18441	63921	9581	9196	8277	3065	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2135	锤锤	2	9	135	1608174	19473	67422	9970	9577	8619	3192	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2136	锤锤	2	9	136	1641057	19869	68796	10147	9748	8773	3249	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2137	锤锤	2	9	137	1674351	20271	70185	10326	9920	8928	3307	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2138	锤锤	2	9	138	1708059	20676	71598	10507	10094	9085	3365	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2139	锤锤	2	9	139	1742184	21087	73023	10689	10269	9242	3423	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2140	锤锤	2	9	140	1802883	21909	75642	10947	10511	9460	3504	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2141	锤锤	2	9	141	1838127	22335	77115	11132	10689	9620	3563	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2142	锤锤	2	9	142	1855947	22551	77859	11212	10766	9689	3589	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2143	锤锤	2	9	143	1896378	23037	79551	11427	10973	9875	3658	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2144	锤锤	2	9	144	1976028	24000	82887	11875	11404	10263	3801	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2145	锤锤	2	9	145	2075796	25278	87114	12329	11841	10657	3947	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2146	锤锤	2	9	146	2158767	26283	90591	12789	12283	11055	4094	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2147	锤锤	2	9	147	2200467	26787	92340	13003	12489	11240	4163	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2148	锤锤	2	9	148	2221167	27036	93201	13093	12576	11318	4192	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2149	锤锤	2	9	149	2241945	27288	94074	13182	12662	11396	4221	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2150	锤锤	2	9	150	2458635	29910	103149	14450	13883	12494	4628	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2151	锤锤	2	9	151	2530404	30777	106155	14869	14287	12858	4762	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2152	锤锤	2	9	152	2584689	31434	108429	15186	14592	13133	4864	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2153	锤锤	2	9	153	2636487	32058	110595	15488	14884	13395	4961	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2154	锤锤	2	9	154	2688843	32691	112788	15794	15178	13660	5059	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2155	锤锤	2	9	155	2741757	33333	115002	16103	15476	13928	5159	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2156	锤锤	2	9	156	2795226	33978	117243	16415	15777	14198	5259	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2157	锤锤	2	9	157	2849256	34632	119505	16731	16081	14472	5360	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2158	锤锤	2	9	158	2903847	35292	121788	17049	16388	14749	5463	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2159	锤锤	2	9	159	2958993	35958	124098	17371	16698	15028	5566	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2160	锤锤	2	9	160	3760185	45672	157674	22065	21215	19093	7072	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2161	锤锤	2	9	161	3819633	46389	160161	22412	21549	19395	7183	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2162	锤锤	2	9	162	3879528	47112	162669	22761	21886	19697	7295	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2163	锤锤	2	9	163	3902262	47385	163617	22894	22014	19812	7338	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2164	锤锤	2	9	164	3924999	47661	164568	23026	22141	19927	7381	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
2165	锤锤	2	9	165	4225266	51189	177018	24730	23805	21425	7935	5	500	5	1	1008	100801;100802	100803	Mesh/Actor/BattleActor/Pet/pet_008/pet_008	Controller/BattleActor/Pet/Pet_008/Pet_008	pet_08	锤锤长得不出众，但非常出名。
3001	硕硕	3	9	1	17388	366	372	80	50	54	60	5	500	5	1	1007	100702	100701;100703	Mesh/Actor/BattleActor/Pet/pet_007/pet_007	Controller/BattleActor/Pet/Pet_007/Pet_007	pet_07	一只在雪月谷修炼成精的人参，差一点就可以修成人形了。
3002	硕硕	3	9	2	18993	372	453	96	67	69	64	5	500	5	1	1007	100702	100701;100703	Mesh/Actor/BattleActor/Pet/pet_007/pet_007	Controller/BattleActor/Pet/Pet_007/Pet_007	pet_07	一只在雪月谷修炼成精的人参，差一点就可以修成人形了。
3003	硕硕	3	9	3	20592	381	528	112	83	83	68	5	500	5	1	1007	100702	100701;100703	Mesh/Actor/BattleActor/Pet/pet_007/pet_007	Controller/BattleActor/Pet/Pet_007/Pet_007	pet_07	一只在雪月谷修炼成精的人参，差一点就可以修成人形了。
3004	硕硕	3	9	4	22197	384	606	129	100	98	72	5	500	5	1	1007	100702	100701;100703	Mesh/Actor/BattleActor/Pet/pet_007/pet_007	Controller/BattleActor/Pet/Pet_007/Pet_007	pet_07	一只在雪月谷修炼成精的人参，差一点就可以修成人形了。
3005	硕硕	3	9	5	23802	390	687	145	116	112	76	5	500	5	1	1007	100702	100701;100703	Mesh/Actor/BattleActor/Pet/pet_007/pet_007	Controller/BattleActor/Pet/Pet_007/Pet_007	pet_07	一只在雪月谷修炼成精的人参，差一点就可以修成人形了。
3006	硕硕	3	9	6	25401	399	765	161	133	127	80	5	500	5	1	1007	100702	100701;100703	Mesh/Actor/BattleActor/Pet/pet_007/pet_007	Controller/BattleActor/Pet/Pet_007/Pet_007	pet_07	一只在雪月谷修炼成精的人参，差一点就可以修成人形了。
3007	硕硕	3	9	7	27006	402	843	177	150	142	84	5	500	5	1	1007	100702	100701;100703	Mesh/Actor/BattleActor/Pet/pet_007/pet_007	Controller/BattleActor/Pet/Pet_007/Pet_007	pet_07	一只在雪月谷修炼成精的人参，差一点就可以修成人形了。
3008	硕硕	3	9	8	28611	408	921	193	166	156	88	5	500	5	1	1007	100702	100701;100703	Mesh/Actor/BattleActor/Pet/pet_007/pet_007	Controller/BattleActor/Pet/Pet_007/Pet_007	pet_07	一只在雪月谷修炼成精的人参，差一点就可以修成人形了。
3009	硕硕	3	9	9	30213	414	1002	210	183	171	92	5	500	5	1	1007	100702	100701;100703	Mesh/Actor/BattleActor/Pet/pet_007/pet_007	Controller/BattleActor/Pet/Pet_007/Pet_007	pet_07	一只在雪月谷修炼成精的人参，差一点就可以修成人形了。
3010	硕硕	3	9	10	31815	420	1080	226	199	186	96	5	500	5	1	1007	100702	100701;100703	Mesh/Actor/BattleActor/Pet/pet_007/pet_007	Controller/BattleActor/Pet/Pet_007/Pet_007	pet_07	一只在雪月谷修炼成精的人参，差一点就可以修成人形了。
3011	硕硕	3	9	11	33420	426	1155	242	216	200	100	5	500	5	1	1007	100702	100701;100703	Mesh/Actor/BattleActor/Pet/pet_007/pet_007	Controller/BattleActor/Pet/Pet_007/Pet_007	pet_07	一只在雪月谷修炼成精的人参，差一点就可以修成人形了。
3012	硕硕	3	9	12	35022	432	1236	258	232	215	104	5	500	5	1	1007	100702	100701;100703	Mesh/Actor/BattleActor/Pet/pet_007/pet_007	Controller/BattleActor/Pet/Pet_007/Pet_007	pet_07	一只在雪月谷修炼成精的人参，差一点就可以修成人形了。
3013	硕硕	3	9	13	36624	438	1314	274	249	229	108	5	500	5	1	1007	100702	100701;100703	Mesh/Actor/BattleActor/Pet/pet_007/pet_007	Controller/BattleActor/Pet/Pet_007/Pet_007	pet_07	一只在雪月谷修炼成精的人参，差一点就可以修成人形了。
3014	硕硕	3	9	14	38229	444	1389	291	266	244	112	5	500	5	1	1007	100702	100701;100703	Mesh/Actor/BattleActor/Pet/pet_007/pet_007	Controller/BattleActor/Pet/Pet_007/Pet_007	pet_07	一只在雪月谷修炼成精的人参，差一点就可以修成人形了。
3015	硕硕	3	9	15	39831	450	1470	307	282	259	116	5	500	5	1	1007	100702	100701;100703	Mesh/Actor/BattleActor/Pet/pet_007/pet_007	Controller/BattleActor/Pet/Pet_007/Pet_007	pet_07	一只在雪月谷修炼成精的人参，差一点就可以修成人形了。
3016	硕硕	3	9	16	41436	456	1548	323	299	273	121	5	500	5	1	1007	100702	100701;100703	Mesh/Actor/BattleActor/Pet/pet_007/pet_007	Controller/BattleActor/Pet/Pet_007/Pet_007	pet_07	一只在雪月谷修炼成精的人参，差一点就可以修成人形了。
3017	硕硕	3	9	17	43035	462	1629	339	315	288	125	5	500	5	1	1007	100702	100701;100703	Mesh/Actor/BattleActor/Pet/pet_007/pet_007	Controller/BattleActor/Pet/Pet_007/Pet_007	pet_07	一只在雪月谷修炼成精的人参，差一点就可以修成人形了。
3018	硕硕	3	9	18	44640	468	1704	356	332	303	129	5	500	5	1	1007	100702	100701;100703	Mesh/Actor/BattleActor/Pet/pet_007/pet_007	Controller/BattleActor/Pet/Pet_007/Pet_007	pet_07	一只在雪月谷修炼成精的人参，差一点就可以修成人形了。
3019	硕硕	3	9	19	46245	474	1785	372	349	317	133	5	500	5	1	1007	100702	100701;100703	Mesh/Actor/BattleActor/Pet/pet_007/pet_007	Controller/BattleActor/Pet/Pet_007/Pet_007	pet_07	一只在雪月谷修炼成精的人参，差一点就可以修成人形了。
