道具ID	道具类型	子类型	道具名称	晶石	品质	使用等级	职业限制	叠加数量	贩卖价格	有效时间	属性1	基础数值	成长值	权值	属性2	基础数值	成长值	权值	属性3	基础数值	成长值	权值	属性4	基础数值	成长值	权值	套装ID	特效类型	图标	道具描述	模型资源id	产出副本id	基础特效ID
11012015	1	101	晨风伞	2	12	1	2	1	500	0	1	58	1160	6	5	97	1940	6											icon_weap_20001	仰观日月星辰,俯察千山万水	2001		
11012021	1	101	朝华伞	10	0	45	2	1	500	0	1	38	768	6	5	65	1296	6											icon_weap_20001	朝华之草,夕而零落;松柏之茂,隆寒不衰	2001		
11012022	1	101	朝华伞	10	3	45	2	1	500	0	1	46	912	6	5	78	1560	6											icon_weap_20001	朝华之草,夕而零落;松柏之茂,隆寒不衰	2001		
11012023	1	101	朝华伞	10	6	45	2	1	500	0	1	54	1080	6	5	91	1824	6											icon_weap_20001	朝华之草,夕而零落;松柏之茂,隆寒不衰	2001		
11012024	1	101	朝华伞	10	9	45	2	1	500	0	1	61	1224	6	5	103	2064	6											icon_weap_20001	朝华之草,夕而零落;松柏之茂,隆寒不衰	2001		
11012025	1	101	朝华伞	10	12	45	2	1	500	0	1	70	1392	6	5	116	2328	6											icon_weap_20001	朝华之草,夕而零落;松柏之茂,隆寒不衰	2001		
11012031	1	101	伞	10	0	60	2	1	500	0	1	46	922	6	5	78	1555	6											icon_weap_20001	朝华之草,夕而零落;松柏之茂,隆寒不衰	2001		
11012032	1	101	伞	10	3	60	2	1	500	0	1	55	1094	6	5	94	1872	6											icon_weap_20001	朝华之草,夕而零落;松柏之茂,隆寒不衰	2001		
11012033	1	101	伞	10	6	60	2	1	500	0	1	65	1296	6	5	109	2189	6											icon_weap_20001	朝华之草,夕而零落;松柏之茂,隆寒不衰	2001		
11012034	1	101	伞	10	9	60	2	1	500	0	1	73	1469	6	5	124	2477	6											icon_weap_20001	朝华之草,夕而零落;松柏之茂,隆寒不衰	2001		
11012035	1	101	伞	10	12	60	2	1	500	0	1	84	1670	6	5	139	2794	6											icon_weap_20001	朝华之草,夕而零落;松柏之茂,隆寒不衰	2001		
11012111	1	101	丹云伞	150	0	75	2	1	500	0	1	55	1106	6	5	94	1866	6									102001		icon_weap_20002	丹阳斜照，仙音渺渺	2002		
11012112	1	101	丹云伞	150	3	75	2	1	500	0	1	66	1313	6	5	113	2246	6									102001		icon_weap_20002	丹阳斜照，仙音渺渺	2002		
11012113	1	101	丹云伞	150	6	75	2	1	500	0	1	78	1555	6	5	131	2627	6									102001		icon_weap_20002	丹阳斜照，仙音渺渺	2002		
11012114	1	101	丹云伞	150	9	75	2	1	500	0	1	88	1763	6	5	149	2972	6									102001		icon_weap_20002	丹阳斜照，仙音渺渺	2002		
11012115	1	101	丹云伞	200	12	75	2	1	500	0	1	101	2004	6	5	167	3353	6									102001		icon_weap_20002	丹阳斜照，仙音渺渺	2002		
11012121	1	101	幽月伞	150	0	90	2	1	500	0	1	66	1327	6	5	113	2239	6									102002		icon_weap_20002	幽幽月华照残影	2002		
11012122	1	101	幽月伞	150	3	90	2	1	500	0	1	79	1576	6	5	136	2695	6									102002		icon_weap_20002	幽幽月华照残影	2002		
11012123	1	101	幽月伞	150	6	90	2	1	500	0	1	94	1866	6	5	157	3152	6									102002		icon_weap_20002	幽幽月华照残影	2002		
11012124	1	101	幽月伞	150	9	90	2	1	500	0	1	106	2116	6	5	179	3566	6									102002		icon_weap_20002	幽幽月华照残影	2002		
11012125	1	101	幽月伞	200	12	90	2	1	500	0	1	121	2405	6	5	200	4024	6									102002		icon_weap_20002	幽幽月华照残影	2002		
11012131	1	101	伞	150	0	105	2	1	500	0	1	79	1592	6	5	136	2687	6									102002		icon_weap_20002	幽幽月华照残影	2002		
11012132	1	101	伞	150	3	105	2	1	500	0	1	95	1891	6	5	163	3234	6									102002		icon_weap_20002	幽幽月华照残影	2002		
11012133	1	101	伞	150	6	105	2	1	500	0	1	113	2239	6	5	188	3782	6									102002		icon_weap_20002	幽幽月华照残影	2002		
11012134	1	101	伞	150	9	105	2	1	500	0	1	127	2539	6	5	215	4279	6									102002		icon_weap_20002	幽幽月华照残影	2002		
11012135	1	101	伞	200	12	105	2	1	500	0	1	145	2886	6	5	240	4829	6									102002		icon_weap_20002	幽幽月华照残影	2002		
11012211	1	101	寒霜伞	600	0	120	2	1	500	0	1	95	1910	6	5	163	3224	6									102101		icon_weap_20003	清霜醉枫叶，淡月隐芦花	2003		
11012212	1	101	寒霜伞	600	3	120	2	1	500	0	1	114	2269	6	5	196	3881	6									102101		icon_weap_20003	清霜醉枫叶，淡月隐芦花	2003		
11012213	1	101	寒霜伞	600	6	120	2	1	500	0	1	136	2687	6	5	226	4538	6									102101		icon_weap_20003	清霜醉枫叶，淡月隐芦花	2003		
11012214	1	101	寒霜伞	600	9	120	2	1	500	0	1	152	3047	6	5	258	5135	6									102101		icon_weap_20003	清霜醉枫叶，淡月隐芦花	2003		
11012215	1	101	寒霜伞	600	12	120	2	1	500	0	1	174	3463	6	5	288	5795	6									102101		icon_weap_20003	清霜醉枫叶，淡月隐芦花	2003		
11012221	1	101	斜阳伞	1500	0	135	2	1	500	0	1	114	2292	6	5	196	3869	6									102102		icon_weap_20003	万事如戏，外像宛然，内心坦然	2003		
11012222	1	101	斜阳伞	1500	3	135	2	1	500	0	1	137	2723	6	5	235	4657	6									102102		icon_weap_20003	万事如戏，外像宛然，内心坦然	2003		
11012223	1	101	斜阳伞	1500	6	135	2	1	500	0	1	163	3224	6	5	271	5446	6									102102		icon_weap_20003	万事如戏，外像宛然，内心坦然	2003		
11012224	1	101	斜阳伞	1500	9	135	2	1	500	0	1	182	3656	6	5	310	6162	6									102102		icon_weap_20003	万事如戏，外像宛然，内心坦然	2003		
11012225	1	101	斜阳伞	1500	12	135	2	1	500	0	1	209	4156	6	5	346	6954	6									102102		icon_weap_20003	万事如戏，外像宛然，内心坦然	2003		
11012231	1	101	秋雨伞	600	0	150	2	1	500	0	1	137	2750	6	5	235	4643	6									102003		icon_weap_20003	春风桃李花开日，秋雨梧桐叶落时	2003		
11012232	1	101	秋雨伞	600	3	150	2	1	500	0	1	164	3268	6	5	282	5588	6									102003		icon_weap_20003	春风桃李花开日，秋雨梧桐叶落时	2003		
11012233	1	101	秋雨伞	600	6	150	2	1	500	0	1	196	3869	6	5	325	6535	6									102003		icon_weap_20003	春风桃李花开日，秋雨梧桐叶落时	2003		
11012234	1	101	秋雨伞	600	9	150	2	1	500	0	1	218	4387	6	5	372	7394	6									102003		icon_weap_20003	春风桃李花开日，秋雨梧桐叶落时	2003		
11012235	1	101	秋雨伞	600	12	150	2	1	500	0	1	251	4987	6	5	415	8345	6									102003		icon_weap_20003	春风桃李花开日，秋雨梧桐叶落时	2003		
11012241	1	101	伞	600	0	160	2	1	500	0	1	164	3300	6	5	282	5572	6									102003		icon_weap_20003	春风桃李花开日，秋雨梧桐叶落时	2003		
11012242	1	101	伞	600	3	160	2	1	500	0	1	197	3922	6	5	338	6706	6									102003		icon_weap_20003	春风桃李花开日，秋雨梧桐叶落时	2003		
11012243	1	101	伞	600	6	160	2	1	500	0	1	235	4643	6	5	390	7842	6									102003		icon_weap_20003	春风桃李花开日，秋雨梧桐叶落时	2003		
11012244	1	101	伞	600	9	160	2	1	500	0	1	262	5264	6	5	446	8873	6									102003		icon_weap_20003	春风桃李花开日，秋雨梧桐叶落时	2003		
11012245	1	101	伞	600	12	160	2	1	500	0	1	301	5984	6	5	498	10014	6									102003		icon_weap_20003	春风桃李花开日，秋雨梧桐叶落时	2003		
11012311	1	101	夜阑秋雨伞	3000	0	165	2	1	500	0	1	197	3960	6	5	338	6686	6									102004		icon_weap_20004	春风桃李花开日，秋雨梧桐叶落时	2003		
11012312	1	101	夜阑秋雨伞	3000	3	165	2	1	500	0	1	236	4706	6	5	406	8047	6									102004		icon_weap_20004	春风桃李花开日，秋雨梧桐叶落时	2003		
11012313	1	101	夜阑秋雨伞	3000	6	165	2	1	500	0	1	282	5572	6	5	468	9410	6									102004		icon_weap_20004	春风桃李花开日，秋雨梧桐叶落时	2003		
11012314	1	101	夜阑秋雨伞	3000	9	165	2	1	500	0	1	314	6317	6	5	535	10648	6									102004		icon_weap_20004	春风桃李花开日，秋雨梧桐叶落时	2003		
11012315	1	101	夜阑秋雨伞	3000	12	165	2	1	500	0	1	361	7181	6	5	598	12017	6									102004		icon_weap_20004	春风桃李花开日，秋雨梧桐叶落时	2003		
11013011	1	101	流光琴	2	0	1	3	1	500	0	1	29	580	6	5	54	1080	6											icon_weap_30001	流光容易把人抛	3001		
11013012	1	101	流光琴	2	3	1	3	1	500	0	1	35	700	6	5	65	1300	6											icon_weap_30001	流光容易把人抛	3001		
11013013	1	101	流光琴	2	6	1	3	1	500	0	1	40	800	6	5	76	1520	6											icon_weap_30001	流光容易把人抛	3001		
11013014	1	101	流光琴	2	9	1	3	1	500	0	1	46	920	6	5	86	1720	6											icon_weap_30001	流光容易把人抛	3001		
11013015	1	101	流光琴	2	12	1	3	1	500	0	1	52	1040	6	5	97	1940	6											icon_weap_30001	流光容易把人抛	3001		
11013021	1	101	清歌琴	10	0	45	3	1	500	0	1	35	696	6	5	65	1296	6											icon_weap_30001	清歌曼舞任飘摇	3001		
11013022	1	101	清歌琴	10	3	45	3	1	500	0	1	42	840	6	5	78	1560	6											icon_weap_30001	清歌曼舞任飘摇	3001		
11013023	1	101	清歌琴	10	6	45	3	1	500	0	1	48	960	6	5	91	1824	6											icon_weap_30001	清歌曼舞任飘摇	3001		
11013024	1	101	清歌琴	10	9	45	3	1	500	0	1	55	1104	6	5	103	2064	6											icon_weap_30001	清歌曼舞任飘摇	3001		
11013025	1	101	清歌琴	10	12	45	3	1	500	0	1	62	1248	6	5	116	2328	6											icon_weap_30001	清歌曼舞任飘摇	3001		
11013031	1	101	琴	10	0	60	3	1	500	0	1	42	835	6	5	78	1555	6											icon_weap_30001	清歌曼舞任飘摇	3001		
11013032	1	101	琴	10	3	60	3	1	500	0	1	50	1008	6	5	94	1872	6											icon_weap_30001	清歌曼舞任飘摇	3001		
11013033	1	101	琴	10	6	60	3	1	500	0	1	58	1152	6	5	109	2189	6											icon_weap_30001	清歌曼舞任飘摇	3001		
11013034	1	101	琴	10	9	60	3	1	500	0	1	66	1325	6	5	124	2477	6											icon_weap_30001	清歌曼舞任飘摇	3001		
11013035	1	101	琴	10	12	60	3	1	500	0	1	74	1498	6	5	139	2794	6											icon_weap_30001	清歌曼舞任飘摇	3001		
11013111	1	101	梵音琴	150	0	75	3	1	500	0	1	50	1002	6	5	94	1866	6									103001		icon_weap_30002	清彻远播，闻而悦乐	3002		
11013112	1	101	梵音琴	150	3	75	3	1	500	0	1	60	1210	6	5	113	2246	6									103001		icon_weap_30002	清彻远播，闻而悦乐	3002		
11013113	1	101	梵音琴	150	6	75	3	1	500	0	1	70	1382	6	5	131	2627	6									103001		icon_weap_30002	清彻远播，闻而悦乐	3002		
11013114	1	101	梵音琴	150	9	75	3	1	500	0	1	79	1590	6	5	149	2972	6									103001		icon_weap_30002	清彻远播，闻而悦乐	3002		
11013115	1	101	梵音琴	200	12	75	3	1	500	0	1	89	1798	6	5	167	3353	6									103001		icon_weap_30002	清彻远播，闻而悦乐	3002		
11013121	1	101	秋籁琴	150	0	90	3	1	500	0	1	60	1202	6	5	113	2239	6									103002		icon_weap_30002	微风撼晚色，爽气回秋籁	3002		
11013122	1	101	秋籁琴	150	3	90	3	1	500	0	1	72	1452	6	5	136	2695	6									103002		icon_weap_30002	微风撼晚色，爽气回秋籁	3002		
11013123	1	101	秋籁琴	150	6	90	3	1	500	0	1	84	1658	6	5	157	3152	6									103002		icon_weap_30002	微风撼晚色，爽气回秋籁	3002		
11013124	1	101	秋籁琴	150	9	90	3	1	500	0	1	95	1908	6	5	179	3566	6									103002		icon_weap_30002	微风撼晚色，爽气回秋籁	3002		
11013125	1	101	秋籁琴	200	12	90	3	1	500	0	1	107	2158	6	5	200	4024	6									103002		icon_weap_30002	微风撼晚色，爽气回秋籁	3002		
11013131	1	101	琴	150	0	105	3	1	500	0	1	72	1442	6	5	136	2687	6									103002		icon_weap_30002	微风撼晚色，爽气回秋籁	3002		
11013132	1	101	琴	150	3	105	3	1	500	0	1	86	1742	6	5	163	3234	6									103002		icon_weap_30002	微风撼晚色，爽气回秋籁	3002		
11013133	1	101	琴	150	6	105	3	1	500	0	1	101	1990	6	5	188	3782	6									103002		icon_weap_30002	微风撼晚色，爽气回秋籁	3002		
11013134	1	101	琴	150	9	105	3	1	500	0	1	114	2290	6	5	215	4279	6									103002		icon_weap_30002	微风撼晚色，爽气回秋籁	3002		
11013135	1	101	琴	200	12	105	3	1	500	0	1	128	2590	6	5	240	4829	6									103002		icon_weap_30002	微风撼晚色，爽气回秋籁	3002		
11013211	1	101	凤鸣琴	600	0	120	3	1	500	0	1	86	1730	6	5	163	3224	6									103101		icon_weap_30003	岐山有凤兮，仙音渺渺	3003		
11013212	1	101	凤鸣琴	600	3	120	3	1	500	0	1	103	2090	6	5	196	3881	6									103101		icon_weap_30003	岐山有凤兮，仙音渺渺	3003		
11013213	1	101	凤鸣琴	600	6	120	3	1	500	0	1	121	2388	6	5	226	4538	6									103101		icon_weap_30003	岐山有凤兮，仙音渺渺	3003		
11013214	1	101	凤鸣琴	600	9	120	3	1	500	0	1	137	2748	6	5	258	5135	6									103101		icon_weap_30003	岐山有凤兮，仙音渺渺	3003		
11013215	1	101	凤鸣琴	600	12	120	3	1	500	0	1	154	3108	6	5	288	5795	6									103101		icon_weap_30003	岐山有凤兮，仙音渺渺	3003		
11013221	1	101	瑶月琴	1500	0	135	3	1	500	0	1	103	2076	6	5	196	3869	6									103102		icon_weap_30003	琼枝瑶月，帘卷黄金阙	3003		
11013222	1	101	瑶月琴	1500	3	135	3	1	500	0	1	124	2508	6	5	235	4657	6									103102		icon_weap_30003	琼枝瑶月，帘卷黄金阙	3003		
11013223	1	101	瑶月琴	1500	6	135	3	1	500	0	1	145	2866	6	5	271	5446	6									103102		icon_weap_30003	琼枝瑶月，帘卷黄金阙	3003		
11013224	1	101	瑶月琴	1500	9	135	3	1	500	0	1	164	3298	6	5	310	6162	6									103102		icon_weap_30003	琼枝瑶月，帘卷黄金阙	3003		
11013225	1	101	瑶月琴	1500	12	135	3	1	500	0	1	185	3730	6	5	346	6954	6									103102		icon_weap_30003	琼枝瑶月，帘卷黄金阙	3003		
11013231	1	101	风铎琴	600	0	150	3	1	500	0	1	124	2491	6	5	235	4643	6									103003		icon_weap_30003	微风渐发，宝铎和鸣	3003		
11013232	1	101	风铎琴	600	3	150	3	1	500	0	1	149	3010	6	5	282	5588	6									103003		icon_weap_30003	微风渐发，宝铎和鸣	3003		
11013233	1	101	风铎琴	600	6	150	3	1	500	0	1	174	3439	6	5	325	6535	6									103003		icon_weap_30003	微风渐发，宝铎和鸣	3003		
11013234	1	101	风铎琴	600	9	150	3	1	500	0	1	197	3958	6	5	372	7394	6									103003		icon_weap_30003	微风渐发，宝铎和鸣	3003		
11013235	1	101	风铎琴	600	12	150	3	1	500	0	1	222	4476	6	5	415	8345	6									103003		icon_weap_30003	微风渐发，宝铎和鸣	3003		
11013241	1	101	琴	600	0	160	3	1	500	0	1	149	2989	6	5	282	5572	6									103003		icon_weap_30003	微风渐发，宝铎和鸣	3003		
11013242	1	101	琴	600	3	160	3	1	500	0	1	179	3612	6	5	338	6706	6									103003		icon_weap_30003	微风渐发，宝铎和鸣	3003		
11013243	1	101	琴	600	6	160	3	1	500	0	1	209	4127	6	5	390	7842	6									103003		icon_weap_30003	微风渐发，宝铎和鸣	3003		
11013244	1	101	琴	600	9	160	3	1	500	0	1	236	4750	6	5	446	8873	6									103003		icon_weap_30003	微风渐发，宝铎和鸣	3003		
11013245	1	101	琴	600	12	160	3	1	500	0	1	266	5371	6	5	498	10014	6									103003		icon_weap_30003	微风渐发，宝铎和鸣	3003		
11013311	1	101	晓月风铎琴	3000	0	165	3	1	500	0	1	179	3587	6	5	338	6686	6									103004		icon_weap_30004	微风渐发，宝铎和鸣	3003		
11013312	1	101	晓月风铎琴	3000	3	165	3	1	500	0	1	215	4334	6	5	406	8047	6									103004		icon_weap_30004	微风渐发，宝铎和鸣	3003		
11013313	1	101	晓月风铎琴	3000	6	165	3	1	500	0	1	251	4952	6	5	468	9410	6									103004		icon_weap_30004	微风渐发，宝铎和鸣	3003		
11013314	1	101	晓月风铎琴	3000	9	165	3	1	500	0	1	283	5700	6	5	535	10648	6									103004		icon_weap_30004	微风渐发，宝铎和鸣	3003		
11013315	1	101	晓月风铎琴	3000	12	165	3	1	500	0	1	319	6445	6	5	598	12017	6									103004		icon_weap_30004	微风渐发，宝铎和鸣	3003		
11014011	1	101	天狼刀	2	0	1	4	1	500	0	1	30	600	6	5	54	1080	6											icon_weap_40001	会挽雕弓如满月，西北望，射天狼	4001		
11014012	1	101	天狼刀	2	3	1	4	1	500	0	1	36	720	6	5	65	1300	6											icon_weap_40001	会挽雕弓如满月，西北望，射天狼	4001		
11014013	1	101	天狼刀	2	6	1	4	1	500	0	1	42	840	6	5	76	1520	6											icon_weap_40001	会挽雕弓如满月，西北望，射天狼	4001		
11014014	1	101	天狼刀	2	9	1	4	1	500	0	1	48	960	6	5	86	1720	6											icon_weap_40001	会挽雕弓如满月，西北望，射天狼	4001		
11014015	1	101	天狼刀	2	12	1	4	1	500	0	1	54	1080	6	5	97	1940	6											icon_weap_40001	会挽雕弓如满月，西北望，射天狼	4001		
11014021	1	101	破风刀	10	0	45	4	1	500	0	1	36	720	6	5	65	1296	6											icon_weap_40001	长风破浪会有时，直挂云帆济沧海	4001		
11014022	1	101	破风刀	10	3	45	4	1	500	0	1	43	864	6	5	78	1560	6											icon_weap_40001	长风破浪会有时，直挂云帆济沧海	4001		
11014023	1	101	破风刀	10	6	45	4	1	500	0	1	50	1008	6	5	91	1824	6											icon_weap_40001	长风破浪会有时，直挂云帆济沧海	4001		
11014024	1	101	破风刀	10	9	45	4	1	500	0	1	58	1152	6	5	103	2064	6											icon_weap_40001	长风破浪会有时，直挂云帆济沧海	4001		
11014025	1	101	破风刀	10	12	45	4	1	500	0	1	65	1296	6	5	116	2328	6											icon_weap_40001	长风破浪会有时，直挂云帆济沧海	4001		
11014031	1	101	刀	10	0	60	4	1	500	0	1	43	864	6	5	78	1555	6											icon_weap_40001	长风破浪会有时，直挂云帆济沧海	4001		
11014032	1	101	刀	10	3	60	4	1	500	0	1	52	1037	6	5	94	1872	6											icon_weap_40001	长风破浪会有时，直挂云帆济沧海	4001		
