道具ID	道具类型	子类型	道具名称	晶石	品质	使用等级	职业限制	叠加数量	贩卖价格	有效时间	属性1	基础数值	成长值	权值	属性2	基础数值	成长值	权值	属性3	基础数值	成长值	权值	属性4	基础数值	成长值	权值	套装ID	特效类型	图标	道具描述	模型资源id	产出副本id	基础特效ID
22011134	2	201	铠甲	150	9	105	1	1	500	0	2	79	1592	6	0	1687	33740	6									101002		icon_equi_11002	菩提本无树，明镜亦非台	2		
22011135	2	201	铠甲	200	12	105	1	1	500	0	2	89	1792	6	0	1900	37972	6									101002		icon_equi_11002	菩提本无树，明镜亦非台	2		
22011211	2	201	金刚铠甲	600	0	120	1	1	500	0	2	60	1194	6	0	1267	25321	6									101101		icon_equi_11003	放下屠刀，立地成佛	3		
22011212	2	201	金刚铠甲	600	3	120	1	1	500	0	2	72	1433	6	0	1520	30397	6									101101		icon_equi_11003	放下屠刀，立地成佛	3		
22011213	2	201	金刚铠甲	600	6	120	1	1	500	0	2	85	1670	6	0	1774	35473	6									101101		icon_equi_11003	放下屠刀，立地成佛	3		
22011214	2	201	金刚铠甲	600	9	120	1	1	500	0	2	95	1910	6	0	2024	40488	6									101101		icon_equi_11003	放下屠刀，立地成佛	3		
22011215	2	201	金刚铠甲	600	12	120	1	1	500	0	2	107	2150	6	0	2280	45566	6									101101		icon_equi_11003	放下屠刀，立地成佛	3		
22011221	2	201	降龙铠甲	1500	0	135	1	1	500	0	2	72	1433	6	0	1520	30385	6									101102		icon_equi_11003	降龙伏虎似平常，斩将封为斗木豸	3		
22011222	2	201	降龙铠甲	1500	3	135	1	1	500	0	2	86	1720	6	0	1824	36476	6									101102		icon_equi_11003	降龙伏虎似平常，斩将封为斗木豸	3		
22011223	2	201	降龙铠甲	1500	6	135	1	1	500	0	2	102	2004	6	0	2129	42568	6									101102		icon_equi_11003	降龙伏虎似平常，斩将封为斗木豸	3		
22011224	2	201	降龙铠甲	1500	9	135	1	1	500	0	2	114	2292	6	0	2429	48586	6									101102		icon_equi_11003	降龙伏虎似平常，斩将封为斗木豸	3		
22011225	2	201	降龙铠甲	1500	12	135	1	1	500	0	2	128	2580	6	0	2736	54679	6									101102		icon_equi_11003	降龙伏虎似平常，斩将封为斗木豸	3		
22011231	2	201	千钧铠甲	600	0	150	1	1	500	0	2	86	1720	6	0	1824	36462	6									101003		icon_equi_11003	雷霆之姿，千钧之势	3		
22011232	2	201	千钧铠甲	600	3	150	1	1	500	0	2	103	2064	6	0	2189	43771	6									101003		icon_equi_11003	雷霆之姿，千钧之势	3		
22011233	2	201	千钧铠甲	600	6	150	1	1	500	0	2	122	2405	6	0	2555	51082	6									101003		icon_equi_11003	雷霆之姿，千钧之势	3		
22011234	2	201	千钧铠甲	600	9	150	1	1	500	0	2	137	2750	6	0	2915	58303	6									101003		icon_equi_11003	雷霆之姿，千钧之势	3		
22011235	2	201	千钧铠甲	600	12	150	1	1	500	0	2	154	3096	6	0	3283	65615	6									101003		icon_equi_11003	雷霆之姿，千钧之势	3		
22011241	2	201	铠甲	600	0	160	1	1	500	0	2	103	2064	6	0	2189	43754	6									101003		icon_equi_11003	雷霆之姿，千钧之势	3		
22011242	2	201	铠甲	600	3	160	1	1	500	0	2	124	2477	6	0	2627	52525	6									101003		icon_equi_11003	雷霆之姿，千钧之势	3		
22011243	2	201	铠甲	600	6	160	1	1	500	0	2	146	2886	6	0	3066	61298	6									101003		icon_equi_11003	雷霆之姿，千钧之势	3		
22011244	2	201	铠甲	600	9	160	1	1	500	0	2	164	3300	6	0	3498	69964	6									101003		icon_equi_11003	雷霆之姿，千钧之势	3		
22011245	2	201	铠甲	600	12	160	1	1	500	0	2	185	3715	6	0	3940	78738	6									101003		icon_equi_11003	雷霆之姿，千钧之势	3		
22011311	2	201	力破千钧铠甲	3000	0	165	1	1	500	0	2	124	2477	6	0	2627	52505	6									101004		icon_equi_11004	雷霆之姿，千钧之势	3		
22011312	2	201	力破千钧铠甲	3000	3	165	1	1	500	0	2	149	2972	6	0	3152	63030	6									101004		icon_equi_11004	雷霆之姿，千钧之势	3		
22011313	2	201	力破千钧铠甲	3000	6	165	1	1	500	0	2	175	3463	6	0	3679	73558	6									101004		icon_equi_11004	雷霆之姿，千钧之势	3		
22011314	2	201	力破千钧铠甲	3000	9	165	1	1	500	0	2	197	3960	6	0	4198	83957	6									101004		icon_equi_11004	雷霆之姿，千钧之势	3		
22011315	2	201	力破千钧铠甲	3000	12	165	1	1	500	0	2	222	4458	6	0	4728	94486	6									101004		icon_equi_11004	雷霆之姿，千钧之势	3		
22012011	2	201	晨风衣	2	0	1	2	1	500	0	2	15	300	6	0	304	6080	6											icon_equi_21001	仰观日月星辰,俯察千山万水	1		
22012012	2	201	晨风衣	2	3	1	2	1	500	0	2	18	360	6	0	365	7300	6											icon_equi_21001	仰观日月星辰,俯察千山万水	1		
22012013	2	201	晨风衣	2	6	1	2	1	500	0	2	21	420	6	0	426	8520	6											icon_equi_21001	仰观日月星辰,俯察千山万水	1		
22012014	2	201	晨风衣	2	9	1	2	1	500	0	2	24	480	6	0	486	9720	6											icon_equi_21001	仰观日月星辰,俯察千山万水	1		
22012015	2	201	晨风衣	2	12	1	2	1	500	0	2	27	540	6	0	547	10940	6											icon_equi_21001	仰观日月星辰,俯察千山万水	1		
22012021	2	201	朝华衣	10	0	45	2	1	500	0	2	18	360	6	0	365	7296	6											icon_equi_21001	朝华之草,夕而零落;松柏之茂,隆寒不衰	1		
22012022	2	201	朝华衣	10	3	45	2	1	500	0	2	22	432	6	0	438	8760	6											icon_equi_21001	朝华之草,夕而零落;松柏之茂,隆寒不衰	1		
22012023	2	201	朝华衣	10	6	45	2	1	500	0	2	25	504	6	0	511	10224	6											icon_equi_21001	朝华之草,夕而零落;松柏之茂,隆寒不衰	1		
22012024	2	201	朝华衣	10	9	45	2	1	500	0	2	29	576	6	0	583	11664	6											icon_equi_21001	朝华之草,夕而零落;松柏之茂,隆寒不衰	1		
22012025	2	201	朝华衣	10	12	45	2	1	500	0	2	32	648	6	0	656	13128	6											icon_equi_21001	朝华之草,夕而零落;松柏之茂,隆寒不衰	1		
22012031	2	201	衣	10	0	60	2	1	500	0	2	22	432	6	0	438	8755	6											icon_equi_21001	朝华之草,夕而零落;松柏之茂,隆寒不衰	1		
22012032	2	201	衣	10	3	60	2	1	500	0	2	26	518	6	0	526	10512	6											icon_equi_21001	朝华之草,夕而零落;松柏之茂,隆寒不衰	1		
22012033	2	201	衣	10	6	60	2	1	500	0	2	30	605	6	0	613	12269	6											icon_equi_21001	朝华之草,夕而零落;松柏之茂,隆寒不衰	1		
22012034	2	201	衣	10	9	60	2	1	500	0	2	35	691	6	0	700	13997	6											icon_equi_21001	朝华之草,夕而零落;松柏之茂,隆寒不衰	1		
22012035	2	201	衣	10	12	60	2	1	500	0	2	38	778	6	0	787	15754	6											icon_equi_21001	朝华之草,夕而零落;松柏之茂,隆寒不衰	1		
22012111	2	201	丹云衣	150	0	75	2	1	500	0	2	26	518	6	0	526	10506	6									102001		icon_equi_21002	丹阳斜照，仙音渺渺	2		
22012112	2	201	丹云衣	150	3	75	2	1	500	0	2	31	622	6	0	631	12614	6									102001		icon_equi_21002	丹阳斜照，仙音渺渺	2		
22012113	2	201	丹云衣	150	6	75	2	1	500	0	2	36	726	6	0	736	14723	6									102001		icon_equi_21002	丹阳斜照，仙音渺渺	2		
22012114	2	201	丹云衣	150	9	75	2	1	500	0	2	42	829	6	0	840	16796	6									102001		icon_equi_21002	丹阳斜照，仙音渺渺	2		
22012115	2	201	丹云衣	150	12	75	2	1	500	0	2	46	934	6	0	944	18905	6									102001		icon_equi_21002	丹阳斜照，仙音渺渺	2		
22012121	2	201	幽月衣	150	0	90	2	1	500	0	2	31	622	6	0	631	12607	6									102002		icon_equi_21002	幽幽月华照残影	2		
22012122	2	201	幽月衣	150	3	90	2	1	500	0	2	37	746	6	0	757	15137	6									102002		icon_equi_21002	幽幽月华照残影	2		
22012123	2	201	幽月衣	150	6	90	2	1	500	0	2	43	871	6	0	883	17668	6									102002		icon_equi_21002	幽幽月华照残影	2		
22012124	2	201	幽月衣	150	9	90	2	1	500	0	2	50	995	6	0	1008	20155	6									102002		icon_equi_21002	幽幽月华照残影	2		
22012125	2	201	幽月衣	200	12	90	2	1	500	0	2	55	1121	6	0	1133	22686	6									102002		icon_equi_21002	幽幽月华照残影	2		
22012131	2	201	衣	150	0	105	2	1	500	0	2	37	746	6	0	757	15128	6									102002		icon_equi_21002	幽幽月华照残影	2		
22012132	2	201	衣	150	3	105	2	1	500	0	2	44	895	6	0	908	18164	6									102002		icon_equi_21002	幽幽月华照残影	2		
22012133	2	201	衣	150	6	105	2	1	500	0	2	52	1045	6	0	1060	21202	6									102002		icon_equi_21002	幽幽月华照残影	2		
22012134	2	201	衣	150	9	105	2	1	500	0	2	60	1194	6	0	1210	24186	6									102002		icon_equi_21002	幽幽月华照残影	2		
22012135	2	201	衣	200	12	105	2	1	500	0	2	66	1345	6	0	1360	27223	6									102002		icon_equi_21002	幽幽月华照残影	2		
22012211	2	201	寒霜衣	600	0	120	2	1	500	0	2	44	895	6	0	908	18154	6									102101		icon_equi_21003	清霜醉枫叶，淡月隐芦花	3		
22012212	2	201	寒霜衣	600	3	120	2	1	500	0	2	53	1074	6	0	1090	21797	6									102101		icon_equi_21003	清霜醉枫叶，淡月隐芦花	3		
22012213	2	201	寒霜衣	600	6	120	2	1	500	0	2	62	1254	6	0	1272	25442	6									102101		icon_equi_21003	清霜醉枫叶，淡月隐芦花	3		
22012214	2	201	寒霜衣	600	9	120	2	1	500	0	2	72	1433	6	0	1452	29023	6									102101		icon_equi_21003	清霜醉枫叶，淡月隐芦花	3		
22012215	2	201	寒霜衣	600	12	120	2	1	500	0	2	79	1614	6	0	1632	32668	6									102101		icon_equi_21003	清霜醉枫叶，淡月隐芦花	3		
22012221	2	201	斜阳衣	1500	0	135	2	1	500	0	2	53	1074	6	0	1090	21785	6									102102		icon_equi_21003	万事如戏，外像宛然，内心坦然	3		
22012222	2	201	斜阳衣	1500	3	135	2	1	500	0	2	64	1289	6	0	1308	26156	6									102102		icon_equi_21003	万事如戏，外像宛然，内心坦然	3		
22012223	2	201	斜阳衣	1500	6	135	2	1	500	0	2	74	1505	6	0	1526	30530	6									102102		icon_equi_21003	万事如戏，外像宛然，内心坦然	3		
22012224	2	201	斜阳衣	1500	9	135	2	1	500	0	2	86	1720	6	0	1742	34828	6									102102		icon_equi_21003	万事如戏，外像宛然，内心坦然	3		
22012225	2	201	斜阳衣	1500	12	135	2	1	500	0	2	95	1937	6	0	1958	39202	6									102102		icon_equi_21003	万事如戏，外像宛然，内心坦然	3		
22012231	2	201	秋雨衣	600	0	150	2	1	500	0	2	64	1289	6	0	1308	26142	6									102003		icon_equi_21003	春风桃李花开日，秋雨梧桐叶落时	3		
22012232	2	201	秋雨衣	600	3	150	2	1	500	0	2	77	1547	6	0	1570	31387	6									102003		icon_equi_21003	春风桃李花开日，秋雨梧桐叶落时	3		
22012233	2	201	秋雨衣	600	6	150	2	1	500	0	2	89	1806	6	0	1831	36636	6									102003		icon_equi_21003	春风桃李花开日，秋雨梧桐叶落时	3		
22012234	2	201	秋雨衣	600	9	150	2	1	500	0	2	103	2064	6	0	2090	41794	6									102003		icon_equi_21003	春风桃李花开日，秋雨梧桐叶落时	3		
22012235	2	201	秋雨衣	600	12	150	2	1	500	0	2	114	2324	6	0	2350	47042	6									102003		icon_equi_21003	春风桃李花开日，秋雨梧桐叶落时	3		
22012241	2	201	衣	600	0	160	2	1	500	0	2	77	1547	6	0	1570	31370	6									102003		icon_equi_21003	春风桃李花开日，秋雨梧桐叶落时	3		
22012242	2	201	衣	600	3	160	2	1	500	0	2	92	1856	6	0	1884	37664	6									102003		icon_equi_21003	春风桃李花开日，秋雨梧桐叶落时	3		
22012243	2	201	衣	600	6	160	2	1	500	0	2	107	2167	6	0	2197	43963	6									102003		icon_equi_21003	春风桃李花开日，秋雨梧桐叶落时	3		
22012244	2	201	衣	600	9	160	2	1	500	0	2	124	2477	6	0	2508	50153	6									102003		icon_equi_21003	春风桃李花开日，秋雨梧桐叶落时	3		
22012245	2	201	衣	600	12	160	2	1	500	0	2	137	2789	6	0	2820	56450	6									102003		icon_equi_21003	春风桃李花开日，秋雨梧桐叶落时	3		
22012311	2	201	夜阑秋雨衣	3000	0	165	2	1	500	0	2	92	1856	6	0	1884	37644	6									102004		icon_equi_21004	春风桃李花开日，秋雨梧桐叶落时	3		
22012312	2	201	夜阑秋雨衣	3000	3	165	2	1	500	0	2	110	2227	6	0	2261	45197	6									102004		icon_equi_21004	春风桃李花开日，秋雨梧桐叶落时	3		
22012313	2	201	夜阑秋雨衣	3000	6	165	2	1	500	0	2	128	2600	6	0	2636	52756	6									102004		icon_equi_21004	春风桃李花开日，秋雨梧桐叶落时	3		
22012314	2	201	夜阑秋雨衣	3000	9	165	2	1	500	0	2	149	2972	6	0	3010	60184	6									102004		icon_equi_21004	春风桃李花开日，秋雨梧桐叶落时	3		
22012315	2	201	夜阑秋雨衣	3000	12	165	2	1	500	0	2	164	3347	6	0	3384	67740	6									102004		icon_equi_21004	春风桃李花开日，秋雨梧桐叶落时	3		
22013011	2	201	流光衣	2	0	1	3	1	500	0	2	18	360	6	0	336	6720	6											icon_equi_31001	流光容易把人抛	1		
22013012	2	201	流光衣	2	3	1	3	1	500	0	2	22	440	6	0	403	8060	6											icon_equi_31001	流光容易把人抛	1		
22013013	2	201	流光衣	2	6	1	3	1	500	0	2	25	500	6	0	470	9400	6											icon_equi_31001	流光容易把人抛	1		
22013014	2	201	流光衣	2	9	1	3	1	500	0	2	29	580	6	0	538	10760	6											icon_equi_31001	流光容易把人抛	1		
22013015	2	201	流光衣	2	12	1	3	1	500	0	2	32	640	6	0	605	12100	6											icon_equi_31001	流光容易把人抛	1		
22013021	2	201	清歌衣	10	0	45	3	1	500	0	2	22	432	6	0	403	8064	6											icon_equi_31001	清歌曼舞任飘摇	1		
22013022	2	201	清歌衣	10	3	45	3	1	500	0	2	26	528	6	0	484	9672	6											icon_equi_31001	清歌曼舞任飘摇	1		
22013023	2	201	清歌衣	10	6	45	3	1	500	0	2	30	600	6	0	564	11280	6											icon_equi_31001	清歌曼舞任飘摇	1		
22013024	2	201	清歌衣	10	9	45	3	1	500	0	2	35	696	6	0	646	12912	6											icon_equi_31001	清歌曼舞任飘摇	1		
22013025	2	201	清歌衣	10	12	45	3	1	500	0	2	38	768	6	0	726	14520	6											icon_equi_31001	清歌曼舞任飘摇	1		
22013031	2	201	衣	10	0	60	3	1	500	0	2	26	518	6	0	484	9677	6											icon_equi_31001	清歌曼舞任飘摇	1		
22013032	2	201	衣	10	3	60	3	1	500	0	2	31	634	6	0	581	11606	6											icon_equi_31001	清歌曼舞任飘摇	1		
22013033	2	201	衣	10	6	60	3	1	500	0	2	36	720	6	0	677	13536	6											icon_equi_31001	清歌曼舞任飘摇	1		
22013034	2	201	衣	10	9	60	3	1	500	0	2	42	835	6	0	775	15494	6											icon_equi_31001	清歌曼舞任飘摇	1		
22013035	2	201	衣	10	12	60	3	1	500	0	2	46	922	6	0	871	17424	6											icon_equi_31001	清歌曼舞任飘摇	1		
22013111	2	201	梵音衣	150	0	75	3	1	500	0	2	31	622	6	0	581	11612	6									103001		icon_equi_31002	清彻远播，闻而悦乐	2		
22013112	2	201	梵音衣	150	3	75	3	1	500	0	2	37	761	6	0	697	13927	6									103001		icon_equi_31002	清彻远播，闻而悦乐	2		
22013113	2	201	梵音衣	150	6	75	3	1	500	0	2	43	864	6	0	812	16243	6									103001		icon_equi_31002	清彻远播，闻而悦乐	2		
22013114	2	201	梵音衣	150	9	75	3	1	500	0	2	50	1002	6	0	930	18593	6									103001		icon_equi_31002	清彻远播，闻而悦乐	2		
22013115	2	201	梵音衣	200	12	75	3	1	500	0	2	55	1106	6	0	1045	20909	6									103001		icon_equi_31002	清彻远播，闻而悦乐	2		
22013121	2	201	秋籁衣	150	0	90	3	1	500	0	2	37	746	6	0	697	13934	6									103002		icon_equi_31002	微风撼晚色，爽气回秋籁	2		
22013122	2	201	秋籁衣	150	3	90	3	1	500	0	2	44	913	6	0	836	16712	6									103002		icon_equi_31002	微风撼晚色，爽气回秋籁	2		
22013123	2	201	秋籁衣	150	6	90	3	1	500	0	2	52	1037	6	0	974	19492	6									103002		icon_equi_31002	微风撼晚色，爽气回秋籁	2		
22013124	2	201	秋籁衣	150	9	90	3	1	500	0	2	60	1202	6	0	1116	22312	6									103002		icon_equi_31002	微风撼晚色，爽气回秋籁	2		
22013125	2	201	秋籁衣	200	12	90	3	1	500	0	2	66	1327	6	0	1254	25091	6									103002		icon_equi_31002	微风撼晚色，爽气回秋籁	2		
22013131	2	201	衣	150	0	105	3	1	500	0	2	44	895	6	0	836	16721	6									103002		icon_equi_31002	微风撼晚色，爽气回秋籁	2		
22013132	2	201	衣	150	3	105	3	1	500	0	2	53	1096	6	0	1003	20054	6									103002		icon_equi_31002	微风撼晚色，爽气回秋籁	2		
22013133	2	201	衣	150	6	105	3	1	500	0	2	62	1244	6	0	1169	23390	6									103002		icon_equi_31002	微风撼晚色，爽气回秋籁	2		
22013134	2	201	衣	150	9	105	3	1	500	0	2	72	1442	6	0	1339	26774	6									103002		icon_equi_31002	微风撼晚色，爽气回秋籁	2		
22013135	2	201	衣	200	12	105	3	1	500	0	2	79	1592	6	0	1505	30109	6									103002		icon_equi_31002	微风撼晚色，爽气回秋籁	2		
22013211	2	201	凤鸣衣	600	0	120	3	1	500	0	2	53	1074	6	0	1003	20065	6									103101		icon_equi_31003	岐山有凤兮，仙音渺渺	3		
22013212	2	201	凤鸣衣	600	3	120	3	1	500	0	2	64	1315	6	0	1204	24065	6									103101		icon_equi_31003	岐山有凤兮，仙音渺渺	3		
22013213	2	201	凤鸣衣	600	6	120	3	1	500	0	2	74	1493	6	0	1403	28068	6									103101		icon_equi_31003	岐山有凤兮，仙音渺渺	3		
22013214	2	201	凤鸣衣	600	9	120	3	1	500	0	2	86	1730	6	0	1607	32129	6									103101		icon_equi_31003	岐山有凤兮，仙音渺渺	3		
22013215	2	201	凤鸣衣	600	12	120	3	1	500	0	2	95	1910	6	0	1806	36131	6									103101		icon_equi_31003	岐山有凤兮，仙音渺渺	3		
22013221	2	201	瑶月衣	1500	0	135	3	1	500	0	2	64	1289	6	0	1204	24078	6									103102		icon_equi_31003	琼枝瑶月，帘卷黄金阙	3		
22013222	2	201	瑶月衣	1500	3	135	3	1	500	0	2	77	1578	6	0	1445	28878	6									103102		icon_equi_31003	琼枝瑶月，帘卷黄金阙	3		
22013223	2	201	瑶月衣	1500	6	135	3	1	500	0	2	89	1792	6	0	1684	33682	6									103102		icon_equi_31003	琼枝瑶月，帘卷黄金阙	3		
22013224	2	201	瑶月衣	1500	9	135	3	1	500	0	2	103	2076	6	0	1928	38555	6									103102		icon_equi_31003	琼枝瑶月，帘卷黄金阙	3		
22013225	2	201	瑶月衣	1500	12	135	3	1	500	0	2	114	2292	6	0	2167	43357	6									103102		icon_equi_31003	琼枝瑶月，帘卷黄金阙	3		
22013231	2	201	风铎衣	600	0	150	3	1	500	0	2	77	1547	6	0	1445	28894	6									103003		icon_equi_31003	微风渐发，宝铎和鸣	3		
22013232	2	201	风铎衣	600	3	150	3	1	500	0	2	92	1894	6	0	1734	34654	6									103003		icon_equi_31003	微风渐发，宝铎和鸣	3		
22013233	2	201	风铎衣	600	6	150	3	1	500	0	2	107	2150	6	0	2021	40418	6									103003		icon_equi_31003	微风渐发，宝铎和鸣	3		
22013234	2	201	风铎衣	600	9	150	3	1	500	0	2	124	2491	6	0	2314	46266	6									103003		icon_equi_31003	微风渐发，宝铎和鸣	3		
22013235	2	201	风铎衣	600	12	150	3	1	500	0	2	137	2750	6	0	2600	52028	6									103003		icon_equi_31003	微风渐发，宝铎和鸣	3		
22013241	2	201	衣	600	0	160	3	1	500	0	2	92	1856	6	0	1734	34673	6									103003		icon_equi_31003	微风渐发，宝铎和鸣	3		
22013242	2	201	衣	600	3	160	3	1	500	0	2	110	2273	6	0	2081	41585	6									103003		icon_equi_31003	微风渐发，宝铎和鸣	3		
22013243	2	201	衣	600	6	160	3	1	500	0	2	128	2580	6	0	2425	48502	6									103003		icon_equi_31003	微风渐发，宝铎和鸣	3		
22013244	2	201	衣	600	9	160	3	1	500	0	2	149	2989	6	0	2777	55519	6									103003		icon_equi_31003	微风渐发，宝铎和鸣	3		
22013245	2	201	衣	600	12	160	3	1	500	0	2	164	3300	6	0	3120	62434	6									103003		icon_equi_31003	微风渐发，宝铎和鸣	3		
22013311	2	201	晓月风铎衣	3000	0	165	3	1	500	0	2	110	2227	6	0	2081	41608	6									103004		icon_equi_31004	微风渐发，宝铎和鸣	3		
22013312	2	201	晓月风铎衣	3000	3	165	3	1	500	0	2	132	2728	6	0	2497	49902	6									103004		icon_equi_31004	微风渐发，宝铎和鸣	3		
22013313	2	201	晓月风铎衣	3000	6	165	3	1	500	0	2	154	3096	6	0	2910	58202	6									103004		icon_equi_31004	微风渐发，宝铎和鸣	3		
22013314	2	201	晓月风铎衣	3000	9	165	3	1	500	0	2	179	3587	6	0	3332	66623	6									103004		icon_equi_31004	微风渐发，宝铎和鸣	3		
22013315	2	201	晓月风铎衣	3000	12	165	3	1	500	0	2	197	3960	6	0	3744	74921	6									103004		icon_equi_31004	微风渐发，宝铎和鸣	3		
22014011	2	201	天狼衣	2	0	1	4	1	500	0	2	19	380	6	0	360	7200	6											icon_equi_41001	会挽雕弓如满月，西北望，射天狼	1		
22014012	2	201	天狼衣	2	3	1	4	1	500	0	2	23	460	6	0	432	8640	6											icon_equi_41001	会挽雕弓如满月，西北望，射天狼	1		
22014013	2	201	天狼衣	2	6	1	4	1	500	0	2	27	540	6	0	504	10080	6											icon_equi_41001	会挽雕弓如满月，西北望，射天狼	1		
22014014	2	201	天狼衣	2	9	1	4	1	500	0	2	30	600	6	0	576	11520	6											icon_equi_41001	会挽雕弓如满月，西北望，射天狼	1		
22014015	2	201	天狼衣	2	12	1	4	1	500	0	2	34	680	6	0	648	12960	6											icon_equi_41001	会挽雕弓如满月，西北望，射天狼	1		
22014021	2	201	破风衣	10	0	45	4	1	500	0	2	23	456	6	0	432	8640	6											icon_equi_41001	长风破浪会有时，直挂云帆济沧海	1		
22014022	2	201	破风衣	10	3	45	4	1	500	0	2	28	552	6	0	518	10368	6											icon_equi_41001	长风破浪会有时，直挂云帆济沧海	1		
22014023	2	201	破风衣	10	6	45	4	1	500	0	2	32	648	6	0	605	12096	6											icon_equi_41001	长风破浪会有时，直挂云帆济沧海	1		
22014024	2	201	破风衣	10	9	45	4	1	500	0	2	36	720	6	0	691	13824	6											icon_equi_41001	长风破浪会有时，直挂云帆济沧海	1		
22014025	2	201	破风衣	10	12	45	4	1	500	0	2	41	816	6	0	778	15552	6											icon_equi_41001	长风破浪会有时，直挂云帆济沧海	1		
22014031	2	201	衣	10	0	60	4	1	500	0	2	28	547	6	0	518	10368	6											icon_equi_41001	长风破浪会有时，直挂云帆济沧海	1		
22014032	2	201	衣	10	3	60	4	1	500	0	2	34	662	6	0	622	12442	6											icon_equi_41001	长风破浪会有时，直挂云帆济沧海	1		
