道具ID	道具类型	子类型	道具名称	晶石	品质	使用等级	职业限制	叠加数量	贩卖价格	有效时间	属性1	基础数值	成长值	权值	属性2	基础数值	成长值	权值	属性3	基础数值	成长值	权值	属性4	基础数值	成长值	权值	套装ID	特效类型	图标	道具描述	模型资源id	产出副本id	基础特效ID
33010024	3	301	七阶福利礼包	0	12	1	0	1	500	86400																			icon_libao009	打开后可获得：[ef8615]橙色武器碎片*20[-]，[15a5ef]强化石*50[-]，[ff29ff]进阶石*30[-]，[00ff00]一级宝石袋*40[-]，[00ff00]初级真气丹*40[-]，[00ff00]初级丹药包*40[-]。可打开时间：{0}			
33010025	3	301	强化石宝箱	0	6	1	0	9999	500	0																			icon_libao008	打开后可获得：强化石*10，真气*500。			
33010026	3	301	进阶石宝箱	0	6	1	0	9999	500	0																			icon_libao008	打开后可获得：进阶石*10，真气*500。			
33010027	3	301	宠物升级丹宝箱	0	6	1	0	9999	500	0																			icon_libao008	打开后可获得：宠物升级丹*10，中级丹药包*5。			
33010028	3	301	领悟仙玉宝箱	0	6	1	0	9999	500	0																			icon_libao008	打开后可获得：领悟仙玉*5，中级丹药包*5。			
33010029	3	301	领悟仙石宝箱	0	6	1	0	9999	500	0																			icon_libao008	打开后可获得：领悟仙石*20，真气*500。			
33010030	3	301	初级经验礼包	0	3	1	0	9999	500	0																			icon_libao006	打开后可以获得5000点经验值。			
33010031	3	301	中级经验礼包	0	6	1	0	9999	500	0																			icon_libao006	打开后可以获得10000点经验值。			
33010032	3	301	高级经验礼包	0	9	1	0	9999	1000	0																			icon_libao006	打开后可以获得20000点经验值。			
33010033	3	301	极品经验礼包	0	12	1	0	9999	5000	0																			icon_libao006	打开后可以获得100000点经验值。			
33010034	3	301	春节礼盒	0	9	1	0	9999	500	0																			icon_libao034	春节快乐！打开可获得：[00ff00]铜钱*400000[-]，[ff29ff]进阶石*10[-]。			
33010035	3	301	节日礼盒	0	9	1	0	9999	500	0																			icon_libao034	节日快乐！打开可获得：[00ff00]铜钱*400000[-]，[ff29ff]进阶石*10[-]。			
33010036	3	301	元宵礼盒	0	9	1	0	9999	500	0																			icon_libao034	元宵节快乐！打开可获得：[00ff00]铜钱*400000[-]，[ff29ff]进阶石*10[-]。			
33010037	3	301	情人节礼盒	0	9	1	0	9999	500	0																			icon_libao034	情人节快乐！打开可获得：[15a5ef]宠物升级丹*10[-]，[00ff00]真气*1314[-]。			
33010038	3	301	真元宝箱	0	9	1	0	9999	500	0																			icon_libao009	珍贵宝箱，打开后可获得：[ff29ff]进阶石*5[-]，[15a5ef]真元珠*10[-]，[FF9900]真元晶魄*1[-]。			
33010039	3	301	节日宝箱	0	9	1	0	9999	500	0																			icon_libao009	节日快乐！打开有惊喜哟~			
33010040	3	301	端午礼盒	0	9	1	0	9999	500	0																			icon_libao034	端午节快乐！打开有惊喜哟~			
33010041	3	301	端午宝箱	0	9	1	0	9999	500	0																			icon_libao009	端午节快乐！打开有惊喜哟~			
33010042	3	301	中秋礼盒	0	9	1	0	9999	500	0																			icon_libao034	中秋节快乐！打开有惊喜哟~			
33010043	3	301	中秋宝箱	0	9	1	0	9999	500	0																			icon_libao009	中秋节快乐！打开有惊喜哟~			
33020001	3	302	橙色武器箱	0	9	1	0	9999	500	0																			icon_libao009	绝世珍藏！打开后随机获得一把橙色武器！			
33020002	3	302	一级宝石袋	0	1	1	0	9999	500	0																			icon_libao010	打开后随机获得一颗1级宝石			
33020003	3	302	二级宝石袋	0	2	1	0	9999	500	0																			icon_libao001	打开后随机获得一颗2级宝石			
33020004	3	302	三级宝石袋	0	3	1	0	9999	500	0																			icon_libao002	打开后随机获得一颗3级宝石			
33020005	3	302	四级宝石袋	0	4	1	0	9999	500	0																			icon_libao003	打开后随机获得一颗4级宝石			
33020006	3	302	五级宝石袋	0	5	1	0	9999	500	0																			icon_libao011	打开后随机获得一颗5级宝石			
33020007	3	302	橙色防具箱	0	9	1	0	1	500	86400																			icon_libao009	24小时后可以打开，随机获得一件橙色防具。可打开时间：{0}			
33020008	3	302	少林技能宝袋	0	6	1	0	9999	500	0																			icon_libao015	打开后随机获得一本少林的技能书			
33020009	3	302	绫罗技能宝袋	0	6	1	0	9999	500	0																			icon_libao016	打开后随机获得一本绫罗的技能书			
33020010	3	302	雪月技能宝袋	0	6	1	0	9999	500	0																			icon_libao017	打开后随机获得一本雪月的技能书			
33020011	3	302	少林心法宝袋	0	6	1	0	9999	500	0																			icon_libao004	打开后随机获得一本少林的心法书			
33020012	3	302	绫罗心法宝袋	0	6	1	0	9999	500	0																			icon_libao005	打开后随机获得一本绫罗的心法书			
33020013	3	302	雪月心法宝袋	0	6	1	0	9999	500	0																			icon_libao006	打开后随机获得一本雪月的心法书			
33020014	3	302	初级丹药包	0	0	1	0	9999	500	0																			icon_libao004	打开后随机获得一颗低级丹药			
33020015	3	302	中级丹药包	0	3	1	0	9999	500	0																			icon_libao005	打开后随机获得一颗中级丹药			
33020016	3	302	高级丹药包	0	6	1	0	9999	500	0																			icon_libao006	打开后随机获得一颗高级丹药			
33020017	3	302	技能宝袋	0	6	1	0	9999	500	0																			icon_libao015	打开后随机获得一本技能书			
33020018	3	302	心法宝袋	0	6	1	0	9999	500	0																			icon_libao004	打开后随机获得一本心法书			
33020019	3	302	紫色装备箱	0	6	1	0	9999	500	0																			icon_libao008	稀有宝箱！打开后随机获得一件紫色装备！			
33020020	3	302	紫色衣服箱	0	6	1	0	9999	500	0																			icon_libao008	稀有宝箱！打开后随机获得一件紫色衣服！			
33020021	3	302	紫色裤子箱	0	6	1	0	9999	500	0																			icon_libao008	稀有宝箱！打开后随机获得一件紫色裤子！			
33020022	3	302	紫色鞋子箱	0	6	1	0	9999	500	0																			icon_libao008	稀有宝箱！打开后随机获得一件紫色鞋子！			
33020023	3	302	紫色腰带箱	0	6	1	0	9999	500	0																			icon_libao008	稀有宝箱！打开后随机获得一件紫色腰带！			
33020024	3	302	紫色护腕箱	0	6	1	0	9999	500	0																			icon_libao008	稀有宝箱！打开后随机获得一件紫色护腕！			
33020025	3	302	紫色饰品箱	0	6	1	0	9999	500	0																			icon_libao008	稀有宝箱！打开后随机获得一件紫色饰品！			
33020026	3	302	紫色武器箱	0	6	1	0	9999	500	0																			icon_libao008	稀有宝箱！打开后随机获得一件紫色武器！			
33020027	3	302	珍·棍僧宝箱	0	9	1	0	9999	500	0																			icon_libao009	珍品宝箱！打开后随机获得一件橙色优品或者珍品棍僧装备！			
33020028	3	302	珍·绫罗宝箱	0	9	1	0	9999	500	0																			icon_libao009	珍品宝箱！打开后随机获得一件橙色优品或者珍品绫罗装备！			
33020029	3	302	珍·雪月宝箱	0	9	1	0	9999	500	0																			icon_libao009	珍品宝箱！打开后随机获得一件橙色优品或者珍品雪月装备！			
33020030	3	302	珍·装备箱	0	9	1	0	9999	500	0																			icon_libao009	珍品宝箱！打开后随机获得一件橙色优品或者珍品装备！			
33020031	3	302	珍·衣服箱	0	9	1	0	9999	500	0																			icon_libao009	珍品宝箱！打开后随机获得一件橙色优品或者珍品衣服！			
33020032	3	302	珍·裤子箱	0	9	1	0	9999	500	0																			icon_libao009	珍品宝箱！打开后随机获得一件橙色优品或者珍品裤子！			
33020033	3	302	珍·鞋子箱	0	9	1	0	9999	500	0																			icon_libao009	珍品宝箱！打开后随机获得一件橙色优品或者珍品鞋子！			
33020034	3	302	珍·腰带箱	0	9	1	0	9999	500	0																			icon_libao009	珍品宝箱！打开后随机获得一件橙色优品或者珍品腰带！			
33020035	3	302	珍·护腕箱	0	9	1	0	9999	500	0																			icon_libao009	珍品宝箱！打开后随机获得一件橙色优品或者珍品护腕！			
33020036	3	302	珍·饰品箱	0	9	1	0	9999	500	0																			icon_libao009	珍品宝箱！打开后随机获得一件橙色优品或者珍品饰品！			
33020037	3	302	珍·武器箱	0	9	1	0	9999	500	0																			icon_libao009	珍品宝箱！打开后随机获得一件橙色优品或者珍品武器！			
33020038	3	302	绝世心法宝袋	0	9	1	0	9999	500	0																			icon_libao004	绝世珍藏！打开后随机获得一件主动心法秘籍。			
33020039	3	302	橙色装备箱	0	9	1	0	9999	500	0																			icon_libao009	打开后随机获得一件橙色装备！			
33020040	3	302	绝·衣服箱	0	9	1	0	9999	500	0																			icon_libao009	绝品宝箱！打开后随机获得一件绝品橙色衣服！			
33020041	3	302	绝·裤子箱	0	9	1	0	9999	500	0																			icon_libao009	绝品宝箱！打开后随机获得一件绝品橙色裤子！			
33020042	3	302	绝·鞋子箱	0	9	1	0	9999	500	0																			icon_libao009	绝品宝箱！打开后随机获得一件绝品橙色鞋子！			
33020043	3	302	绝·腰带箱	0	9	1	0	9999	500	0																			icon_libao009	绝品宝箱！打开后随机获得一件绝品橙色腰带！			
33020044	3	302	绝·护腕箱	0	9	1	0	9999	500	0																			icon_libao009	绝品宝箱！打开后随机获得一件绝品橙色护腕！			
33020045	3	302	绝·饰品箱	0	9	1	0	9999	500	0																			icon_libao009	绝品宝箱！打开后随机获得一件绝品橙色饰品！			
33020046	3	302	绝·武器箱	0	9	1	0	9999	500	0																			icon_libao009	绝品宝箱！打开后随机获得一件绝品橙色武器！			
33020047	3	302	绝·棍僧宝箱	0	9	1	0	9999	500	0																			icon_libao009	绝品宝箱！打开后随机获得一件橙色绝品棍僧装备			
33020048	3	302	绝·绫罗宝箱	0	9	1	0	9999	500	0																			icon_libao009	绝品宝箱！打开后随机获得一件橙色绝品绫罗装备			
33020049	3	302	绝·雪月宝箱	0	9	1	0	9999	500	0																			icon_libao009	绝品宝箱！打开后随机获得一件橙色绝品雪月装备			
33020050	3	302	优·棍僧宝箱	0	9	1	0	9999	500	0																			icon_libao009	优品宝箱！打开后随机获得一件橙色凡品或者良品棍僧装备			
33020051	3	302	优·绫罗宝箱	0	9	1	0	9999	500	0																			icon_libao009	优品宝箱！打开后随机获得一件橙色凡品或者良品绫罗装备			
33020052	3	302	优·雪月宝箱	0	9	1	0	9999	500	0																			icon_libao009	优品宝箱！打开后随机获得一件橙色凡品或者良品雪月装备			
33020053	3	302	优·装备箱	0	9	1	0	9999	500	0																			icon_libao009	优品宝箱！打开后随机获得一件橙色凡品或者良品装备！			
33020054	3	302	优·衣服箱	0	9	1	0	9999	500	0																			icon_libao009	优品宝箱！打开后随机获得一件橙色凡品或者良品衣服！			
33020055	3	302	优·裤子箱	0	9	1	0	9999	500	0																			icon_libao009	优品宝箱！打开后随机获得一件橙色凡品或者良品裤子！			
33020056	3	302	优·鞋子箱	0	9	1	0	9999	500	0																			icon_libao009	优品宝箱！打开后随机获得一件橙色凡品或者良品鞋子！			
33020057	3	302	优·腰带箱	0	9	1	0	9999	500	0																			icon_libao009	优品宝箱！打开后随机获得一件橙色凡品或者良品腰带！			
33020058	3	302	优·护腕箱	0	9	1	0	9999	500	0																			icon_libao009	优品宝箱！打开后随机获得一件橙色凡品或者良品护腕！			
33020059	3	302	优·饰品箱	0	9	1	0	9999	500	0																			icon_libao009	优品宝箱！打开后随机获得一件橙色凡品或者良品饰品！			
33020060	3	302	优·武器箱	0	9	1	0	9999	500	0																			icon_libao009	优品宝箱！打开后随机获得一件橙色凡品或者良品武器！			
33020061	3	302	1级图纸宝袋	0	0	1	0	9999	500	0																			icon_libao029	打开后随机获得一张1级图纸			
33020062	3	302	2级图纸宝袋	0	1	1	0	9999	500	0																			icon_libao029	打开后随机获得一张2级图纸			
33020063	3	302	3级图纸宝袋	0	3	1	0	9999	500	0																			icon_libao029	打开后随机获得一张3级图纸			
33020064	3	302	4级图纸宝袋	0	3	1	0	9999	500	0																			icon_libao030	打开后随机获得一张4级图纸			
33020065	3	302	5级图纸宝袋	0	6	1	0	9999	500	0																			icon_libao030	打开后随机获得一张5级图纸			
33020066	3	302	6级图纸宝袋	0	6	1	0	9999	500	0																			icon_libao030	打开后随机获得一张6级图纸			
33020067	3	302	7级图纸宝袋	0	9	1	0	9999	500	0																			icon_libao031	打开后随机获得一张7级图纸			
33020068	3	302	8级图纸宝袋	0	9	1	0	9999	500	0																			icon_libao031	打开后随机获得一张8级图纸			
33020069	3	302	9级图纸宝袋	0	9	1	0	9999	500	0																			icon_libao031	打开后随机获得一张9级图纸			
33020070	3	302	黄金宝箱	0	9	1	0	9999	500	0																			icon_libao009	打开后获得各种橙色装备碎片或橙色宠物碎片，有机会获得极品橙装碎片			
33020071	3	302	白银宝箱	0	6	1	0	9999	500	0																			icon_libao008	打开后可以获得各种紫色装备碎片或紫色宠物碎片，有机会获得橙装碎片哦			
33020072	3	302	黄金装备箱	0	9	1	0	9999	500	0																			icon_libao009	装有高级装备的箱子，打开后可以获得一件高级紫装或者橙色装备			
33020073	3	302	白银装备箱	0	6	1	0	9999	500	0																			icon_libao008	装有装备的箱子，打开后可以获得一件蓝色或者紫色装备			
33020074	3	302	黄金魂魄珠	0	9	1	0	9999	500	0																			icon_libao022	封印了宠物魂魄的珠子，打开后可以获得紫色或者橙色品质的宠物魂魄			
33020075	3	302	白银魂魄珠	0	6	1	0	9999	500	0																			icon_libao021	封印了宠物魂魄的珠子，打开后可以获得蓝色或者紫色品质的宠物魂魄			
33020076	3	302	初级真气丹礼包	0	3	1	0	9999	500	0																			icon_libao023	装满真气丹的礼包，打开后可以获得5颗以上随机数量的低级真气丹			
33020077	3	302	中级真气丹礼包	0	6	1	0	9999	500	0																			icon_libao023	装满真气丹的礼包，打开后可以获得5颗以上随机数量的中级真气丹			
33020078	3	302	高级真气丹礼包	0	9	1	0	9999	500	0																			icon_libao023	装满真气丹的礼包，打开后可以获得5颗以上随机数量的高级真气丹			
33020079	3	302	初·生命丹礼包	0	0	1	0	9999	500	0																			icon_libao024	装满生命丹的礼包，打开后可以获得至少10颗一级生命丹			
33020080	3	302	中·生命丹礼包	0	3	1	0	9999	500	0																			icon_libao024	装满生命丹的礼包，打开后可以获得至少10颗二级生命丹			
33020081	3	302	高·生命丹礼包	0	6	1	0	9999	500	0																			icon_libao024	装满生命丹的礼包，打开后可以获得至少10颗三级生命丹			
33020082	3	302	初·攻击丹礼包	0	0	1	0	9999	500	0																			icon_libao025	装满攻击丹的礼包，打开后可以获得至少10颗一级攻击丹			
33020083	3	302	中·攻击丹礼包	0	3	1	0	9999	500	0																			icon_libao025	装满攻击丹的礼包，打开后可以获得至少10颗二级攻击丹			
33020084	3	302	高·攻击丹礼包	0	6	1	0	9999	500	0																			icon_libao025	装满攻击丹的礼包，打开后可以获得至少10颗三级攻击丹			
33020085	3	302	初·防御丹礼包	0	0	1	0	9999	500	0																			icon_libao026	装满防御丹的礼包，打开后可以获得至少10颗一级防御丹			
33020086	3	302	中·防御丹礼包	0	3	1	0	9999	500	0																			icon_libao026	装满防御丹的礼包，打开后可以获得至少10颗二级防御丹			
33020087	3	302	高·防御丹礼包	0	6	1	0	9999	500	0																			icon_libao026	装满防御丹的礼包，打开后可以获得至少10颗三级防御丹			
33020088	3	302	初·暴击丹礼包	0	0	1	0	9999	500	0																			icon_libao027	装满暴击丹的礼包，打开后可以获得至少10颗一级暴击丹			
33020089	3	302	中·暴击丹礼包	0	3	1	0	9999	500	0																			icon_libao027	装满暴击丹的礼包，打开后可以获得至少10颗二级暴击丹			
33020090	3	302	高·暴击丹礼包	0	6	1	0	9999	500	0																			icon_libao027	装满暴击丹的礼包，打开后可以获得至少10颗三级暴击丹			
33020091	3	302	初·闪避丹礼包	0	0	1	0	9999	500	0																			icon_libao028	装满闪避丹的礼包，打开后可以获得至少10颗一级闪避丹			
33020092	3	302	中·闪避丹礼包	0	3	1	0	9999	500	0																			icon_libao028	装满闪避丹的礼包，打开后可以获得至少10颗二级闪避丹			
33020093	3	302	高·闪避丹礼包	0	6	1	0	9999	500	0																			icon_libao028	装满闪避丹的礼包，打开后可以获得至少10颗三级闪避丹			
33020094	3	302	棍僧技能礼包	0	6	1	0	9999	500	0																			icon_libao015	打开后最多可以有机会获得5本棍僧技能书			
33020095	3	302	绫罗技能礼包	0	6	1	0	9999	500	0																			icon_libao016	打开后最多可以有机会获得5本绫罗技能书			
33020096	3	302	雪月技能礼包	0	6	1	0	9999	500	0																			icon_libao017	打开后最多可以有机会获得5本雪月技能书			
33020097	3	302	棍僧心法礼包	0	6	1	0	9999	500	0																			icon_libao018	打开后可以获得一本棍僧心法技能书			
33020098	3	302	绫罗心法礼包	0	6	1	0	9999	500	0																			icon_libao019	打开后可以获得一本绫罗心法技能书			
33020099	3	302	雪月心法礼包	0	6	1	0	9999	500	0																			icon_libao020	打开后可以获得一本雪月心法技能书			
33020100	3	302	进阶石礼包	0	3	1	0	9999	500	0																			icon_libao001	打开后可以获得至少10颗进阶石			
33020101	3	302	初级宝石礼包	0	0	1	0	9999	500	0																			icon_libao002	打开后可以随机获得一颗1级宝石或2级宝石			
33020102	3	302	中级宝石礼包	0	3	1	0	9999	500	0																			icon_libao003	打开后可以随机获得一颗3级宝石或4级宝石			
33020103	3	302	高级宝石礼包	0	6	1	0	9999	500	0																			icon_libao011	打开后可以随机获得一颗5级宝石或6级宝石			
33020104	3	302	初级真气礼包	0	0	1	0	9999	500	0																			icon_libao023	充满真气的礼包，打开可以获得至少250的真气			
33020105	3	302	中级真气礼包	0	3	1	0	9999	500	0																			icon_libao023	充满真气的礼包，打开可以获得至少500的真气			
33020106	3	302	高级真气礼包	0	6	1	0	9999	500	0																			icon_libao023	充满真气的礼包，打开可以获得至少1000的真气			
33020107	3	302	紫色极品武器箱	0	6	1	0	9999	500	0																			icon_libao008	打开后可以获得一把紫色极品武器			
33020108	3	302	礼物箱	0	3	1	0	9999	500	0																			icon_libao008	打开可以获得礼物哦~			
33020109	3	302	宝物箱	0	6	1	0	9999	500	0																			icon_libao009	打开可以获得礼物哦~			
33020110	3	302	高级橙色防具箱	0	9	1	0	9999	500	0																			icon_libao009	打开后可以随机获得一件高级橙色防具			
33020111	3	302	高级橙色武器箱	0	9	1	0	9999	500	0																			icon_libao009	打开后可以随机获得一件高级橙色武器			
33020112	3	302	棍僧黄金装备箱	0	9	1	0	9999	500	0																			icon_libao009	打开后可以获得一件棍僧职业的高级紫装或者橙色装备			
33020113	3	302	绫罗黄金装备箱	0	9	1	0	9999	500	0																			icon_libao009	打开后可以获得一件绫罗职业的高级紫装或者橙色装备			
33020114	3	302	雪月黄金装备箱	0	9	1	0	9999	500	0																			icon_libao009	打开后可以获得一件雪月职业的高级紫装或者橙色装备			
33020115	3	302	棍僧白银装备箱	0	6	1	0	9999	500	0																			icon_libao008	打开后可以获得一件棍僧职业的蓝色或者紫色装备			
33020116	3	302	绫罗白银装备箱	0	6	1	0	9999	500	0																			icon_libao008	打开后可以获得一件绫罗职业的蓝色或者紫色装备			
33020117	3	302	雪月白银装备箱	0	6	1	0	9999	500	0																			icon_libao008	打开后可以获得一件雪月职业的蓝色或者紫色装备			
33020118	3	302	进阶石宝袋	0	6	1	0	9999	500	0																			icon_libao001	打开后可以获得至少1颗进阶石			
33020119	3	302	强化石(小）	0	3	1	0	9999	500	0																			icon_libao001	打开后可以获得至少[00fa00]2颗强化石[-]			
33020120	3	302	强化石(大）	0	6	1	0	9999	500	0																			icon_libao001	打开后可以获得至少[00fa00]10颗强化石[-]			
33020121	3	302	小钱袋	0	3	1	0	9999	500	0																			icon_libao032	装满铜钱的袋子，打开可以获得铜钱			
33020122	3	302	大钱袋	0	6	1	0	9999	500	0																			icon_libao033	装满铜钱的袋子，打开可以获得大量铜钱			
33020123	3	302	宠物升级丹礼包	0	6	1	0	9999	500	0																			icon_libao022	装有宠物升级丹的宝袋，打开后获得一些宠物升级丹			
33020124	3	302	1阶抽iPhone礼包	0	9	1	0	9999	500	0																			icon_libao032	打开后随机获得大量元宝，还有万分之一的概率获得iPhone实物奖励。[00fa00]抽到iPhone后请联系客服兑换。[-]			
33020125	3	302	2阶抽iPhone礼包	0	9	1	0	9999	500	0																			icon_libao032	打开后随机获得大量元宝，还有 万分之五的概率获得iPhone实物奖励。[00fa00]抽到iPhone后请联系客服兑换。[-]			
33020126	3	302	3阶抽iPhone礼包	0	9	1	0	9999	500	0																			icon_libao032	打开后随机获得大量元宝，还有千分之一的概率获得iPhone实物奖励。[00fa00]抽到iPhone后请联系客服兑换。[-]			
33020127	3	302	4阶抽iPhone礼包	0	9	1	0	9999	500	0																			icon_libao032	打开后随机获得大量元宝，还有千分之二的概率获得iPhone实物奖励。[00fa00]抽到iPhone后请联系客服兑换。[-]			
33020128	3	302	5阶抽iPhone礼包	0	9	1	0	9999	500	0																			icon_libao032	打开后随机获得大量元宝，还有千分之三的概率获得iPhone实物奖励。[00fa00]抽到iPhone后请联系客服兑换。[-]			
33020129	3	302	6阶抽iPhone礼包	0	9	1	0	9999	500	0																			icon_libao032	打开后随机获得大量元宝，还有千分之四的概率获得iPhone实物奖励。[00fa00]抽到iPhone后请联系客服兑换。[-]			
33020130	3	302	7阶抽iPhone礼包	0	9	1	0	9999	500	0																			icon_libao032	打开后随机获得大量元宝，还有千分之五的概率获得iPhone实物奖励。[00fa00]抽到iPhone后请联系客服兑换。[-]			
33020131	3	302	捶捶魂魄珠	0	9	1	0	9999	500	0																			icon_libao022	装有捶捶魂魄的宝珠，随机获得1~5个[ef8615]魂魄·捶捶[-]			
33020132	3	302	硕硕魂魄珠	0	9	1	0	9999	500	0																			icon_libao022	装有硕硕魂魄的宝珠，随机获得1~5个[ef8615]魂魄·硕硕[-]			
33020133	3	302	诛仙剑魂魄珠	0	9	1	0	9999	500	0																			icon_libao022	装有诛仙剑魂魄的宝珠，随机获得1~5个[ef8615]魂魄·诛仙剑[-]			
33020134	3	302	杰杰狐魂魄珠	0	9	1	0	9999	500	0																			icon_libao022	装有杰杰狐魂魄的宝珠，随机获得1~5个[ef8615]魂魄·杰杰狐[-]			
33020135	3	302	鬼童魂魄珠	0	9	1	0	9999	500	0																			icon_libao022	装有鬼童哥哥魂魄的宝珠，随机获得1~5个[ef8615]魂魄·鬼童哥哥[-]			
33020136	3	302	心心魂魄珠	0	9	1	0	9999	500	0																			icon_libao022	装有心心魂魄的宝珠，随机获得1~5个[ef8615]魂魄·心心[-]			
33020137	3	302	喵小招魂魄珠	0	9	1	0	9999	500	0																			icon_libao022	装有喵小招魂魄的宝珠，随机获得1~5个[ef8615]魂魄·喵小招[-]			
33020138	3	302	呱呱咚魂魄珠	0	9	1	0	9999	500	0																			icon_libao022	装有呱呱咚魂魄的宝珠，随机获得1~5个[ef8615]魂魄·呱呱咚[-]			
33020139	3	302	武器碎片福袋	0	6	1	0	9999	500	0																			icon_libao004	装有武器碎片的福袋，50%概率获得[ff29ff]紫色武器碎片[-]或者50%概率获得[ef8615]橙色武器碎片[-]			
33020140	3	302	衣服碎片福袋	0	6	1	0	9999	500	0																			icon_libao004	装有衣服碎片的福袋，50%概率获得[ff29ff]紫色衣服碎片[-]或者50%概率获得[ef8615]橙色衣服碎片[-]			
33020141	3	302	裤子碎片福袋	0	6	1	0	9999	500	0																			icon_libao004	装有裤子碎片的福袋，50%概率获得[ff29ff]紫色裤子碎片[-]或者50%概率获得[ef8615]橙色裤子碎片[-]			
33020142	3	302	鞋子碎片福袋	0	6	1	0	9999	500	0																			icon_libao004	装有鞋子碎片的福袋，50%概率获得[ff29ff]紫色鞋子碎片[-]或者50%概率获得[ef8615]橙色鞋子碎片[-]			
